head,relation,tail
Method_analyzing,USES,Technology_ai
2502.17364,BELONGS_TO,Technology_nlp
2502.17364,BELONGS_TO,Technology_rule-based
2502.17364,PROPOSED,Method_rule-based
Method_rule-based,USES,Technology_nlp
Method_rule-based,USES,Technology_rule-based
2404.12291,BELONGS_TO,Technology_large
2404.12291,BELONGS_TO,Technology_semeval-2018
2404.12291,RESEARCH_ON,Task_task
Technology_large,BELONGS_TO,Task_task
Technology_semeval-2018,BELONGS_TO,Task_task
2301.05571,RESEARCH_ON,Task_subtask
2301.05571,RESEARCH_ON,Task_subtask
2301.05571,RESEARCH_ON,Task_subtask
2308.09975,PROPOSED,Method_cryptography
2307.12507,PROPOSED,Method_gradobstinate
2501.02546,RESEARCH_ON,Task_most
2410.03240,RESEARCH_ON,Task_lexical
2308.09308,BELONGS_TO,Technology_nlp
2308.09308,PROPOSED,Method_differentiable
2308.09308,PROPOSED,Method_generative
2308.09308,PROPOSED,Method_dragan
2308.09308,RESEARCH_ON,Task_query
Method_differentiable,USES,Technology_nlp
Method_differentiable,IMPROVES,Method_generative
Method_differentiable,IMPROVES,Method_dragan
Method_differentiable,EVALUATES,Task_query
Method_generative,USES,Technology_nlp
Method_generative,IMPROVES,Method_differentiable
Method_generative,IMPROVES,Method_dragan
Method_generative,EVALUATES,Task_query
Method_dragan,USES,Technology_nlp
Method_dragan,IMPROVES,Method_differentiable
Method_dragan,IMPROVES,Method_generative
Method_dragan,EVALUATES,Task_query
Technology_nlp,BELONGS_TO,Task_query
2104.06535,BELONGS_TO,Technology_fpga
2305.11993,BELONGS_TO,Technology_flan-t5
2407.10114,BELONGS_TO,Technology_ai
2309.12357,BELONGS_TO,Technology_ai
2302.13289,PROPOSED,Method_lp-ft
2501.13772,BELONGS_TO,Technology_multimodal
2501.13772,PROPOSED,Method_audio-specific
Method_audio-specific,USES,Technology_multimodal
2111.09883,BELONGS_TO,Technology_nlp
2111.09883,BELONGS_TO,Technology_simmim
2111.09883,PROPOSED,Method_simmim
Method_simmim,USES,Technology_nlp
Method_simmim,USES,Technology_simmim
2305.06404,BELONGS_TO,Technology_nlp
2305.06404,BELONGS_TO,Technology_sentence-bert
2305.06404,RESEARCH_ON,Task_sts
Technology_nlp,BELONGS_TO,Task_sts
Technology_sentence-bert,BELONGS_TO,Task_sts
2406.05307,BELONGS_TO,Technology_biobert
2406.05307,RESEARCH_ON,Task_ner
2406.05307,RESEARCH_ON,Task_entity
Technology_biobert,BELONGS_TO,Task_ner
Technology_biobert,BELONGS_TO,Task_entity
2502.02951,BELONGS_TO,Technology_nlp
2204.03035,RESEARCH_ON,Task_progress
2312.03723,BELONGS_TO,Technology_chatgpt
2409.13853,RESEARCH_ON,Task_code
2311.16865,PROPOSED,Method_machine
2311.16865,RESEARCH_ON,Task_a
Method_machine,EVALUATES,Task_a
1810.07091,BELONGS_TO,Technology_infodens
2305.04940,PROPOSED,Method_earlybird
2403.17155,BELONGS_TO,Technology_tabdet
2411.15175,RESEARCH_ON,Task_hate
2004.04010,RESEARCH_ON,Task_task-specific
2407.04910,PROPOSED,Method_dialect-to-msa
1301.6705,PROPOSED,Method_probabilistic
1301.6705,PROPOSED,Method_latent
1301.6705,RESEARCH_ON,Task_latent
Method_probabilistic,IMPROVES,Method_latent
Method_probabilistic,EVALUATES,Task_latent
Method_latent,IMPROVES,Method_probabilistic
Method_latent,EVALUATES,Task_latent
2411.06681,BELONGS_TO,Technology_llm
2411.06681,BELONGS_TO,Technology_nvidia
2103.13275,BELONGS_TO,Technology_python
2205.10400,BELONGS_TO,Technology_en
2205.10400,PROPOSED,Method_response
2205.10400,RESEARCH_ON,Task_dialog
2205.10400,RESEARCH_ON,Task_response
Method_response,USES,Technology_en
Method_response,EVALUATES,Task_dialog
Method_response,EVALUATES,Task_response
Technology_en,BELONGS_TO,Task_dialog
Technology_en,BELONGS_TO,Task_response
2501.05051,BELONGS_TO,Technology_xpos
2003.01271,RESEARCH_ON,Task_ner
2204.06522,BELONGS_TO,Technology_plms
2111.05576,PROPOSED,Method_link
2111.05576,RESEARCH_ON,Task_link
Method_link,EVALUATES,Task_link
2404.18977,BELONGS_TO,Technology_computational
2404.18977,BELONGS_TO,Technology_natural
2404.18977,PROPOSED,Method_computational
Method_computational,USES,Technology_computational
Method_computational,USES,Technology_natural
2211.00727,BELONGS_TO,Technology_nlp
2211.00727,RESEARCH_ON,Task_image
2211.00727,RESEARCH_ON,Task_geopolitical
Technology_nlp,BELONGS_TO,Task_image
Technology_nlp,BELONGS_TO,Task_geopolitical
2205.12428,BELONGS_TO,Technology_kd
2205.12428,BELONGS_TO,Technology_nlp
2205.12428,PROPOSED,Method_knowledge
2205.12428,PROPOSED,Method_kd
2205.12428,PROPOSED,Method_label-smoothing
Method_knowledge,USES,Technology_kd
Method_knowledge,USES,Technology_nlp
Method_knowledge,IMPROVES,Method_kd
Method_knowledge,IMPROVES,Method_label-smoothing
Method_kd,USES,Technology_kd
Method_kd,USES,Technology_nlp
Method_kd,IMPROVES,Method_knowledge
Method_kd,IMPROVES,Method_label-smoothing
Method_label-smoothing,USES,Technology_kd
Method_label-smoothing,USES,Technology_nlp
Method_label-smoothing,IMPROVES,Method_knowledge
Method_label-smoothing,IMPROVES,Method_kd
2310.00796,PROPOSED,Method_injecting
1909.10393,RESEARCH_ON,Task_specificity-based
2010.04883,BELONGS_TO,Technology_as-dfd
2010.04883,BELONGS_TO,Technology_adversarial
2010.04883,PROPOSED,Method_adversarial
Method_adversarial,USES,Technology_as-dfd
Method_adversarial,USES,Technology_adversarial
2210.12432,BELONGS_TO,Technology_mawps
2210.12432,BELONGS_TO,Technology_math23k
2210.12432,RESEARCH_ON,Task_structure-unified
Technology_mawps,BELONGS_TO,Task_structure-unified
Technology_math23k,BELONGS_TO,Task_structure-unified
2302.10406,BELONGS_TO,Technology_sequencer2d
2302.10406,PROPOSED,Method_sequencer2d
Method_sequencer2d,USES,Technology_sequencer2d
2210.07696,BELONGS_TO,Technology_python
2210.07696,RESEARCH_ON,Task_host
Technology_python,BELONGS_TO,Task_host
1811.07492,BELONGS_TO,Technology_deepseenet
2502.09723,PROPOSED,Method_queryattack
2502.09723,RESEARCH_ON,Task_queryattack
2502.09723,RESEARCH_ON,Task_ryattack
Method_queryattack,EVALUATES,Task_queryattack
Method_queryattack,EVALUATES,Task_ryattack
1908.01832,PROPOSED,Method_diffusion
2211.05319,PROPOSED,Method_hypersphere
2303.01081,BELONGS_TO,Technology_nlp
2310.02954,PROPOSED,Method_dual
2210.03453,BELONGS_TO,Technology_rule-based
2210.03453,PROPOSED,Method_deep
Method_deep,USES,Technology_rule-based
2008.05282,BELONGS_TO,Technology_convnets
2502.08371,BELONGS_TO,Technology_nlp
2502.08371,RESEARCH_ON,Task_argume
Technology_nlp,BELONGS_TO,Task_argume
1904.02278,PROPOSED,Method_state-of-the-art
2302.03862,BELONGS_TO,Technology_nvms
2302.03862,BELONGS_TO,Technology_criticality-aware
2404.19024,BELONGS_TO,Technology_gpu
2208.08367,BELONGS_TO,Technology_aqf-rq
2106.15103,BELONGS_TO,Technology_nlp
2112.08554,BELONGS_TO,Technology_deep
2112.08554,PROPOSED,Method_ml
Method_ml,USES,Technology_deep
2502.19178,PROPOSED,Method_compress
2502.19178,RESEARCH_ON,Task_evaluating
Method_compress,EVALUATES,Task_evaluating
2412.16669,BELONGS_TO,Technology_nlp
2305.10731,PROPOSED,Method_live-stream
2311.11335,BELONGS_TO,Technology_computer
1707.08608,BELONGS_TO,Technology_gbi
1707.08608,PROPOSED,Method_gbi
1707.08608,PROPOSED,Method_sequence
1707.08608,PROPOSED,Method_syntactic
1707.08608,PROPOSED,Method_semantic
1707.08608,RESEARCH_ON,Task_gradient-based
1707.08608,RESEARCH_ON,Task_sequence
1707.08608,RESEARCH_ON,Task_semantic
Method_gbi,USES,Technology_gbi
Method_gbi,IMPROVES,Method_sequence
Method_gbi,IMPROVES,Method_syntactic
Method_gbi,IMPROVES,Method_semantic
Method_gbi,EVALUATES,Task_gradient-based
Method_gbi,EVALUATES,Task_sequence
Method_gbi,EVALUATES,Task_semantic
Method_sequence,USES,Technology_gbi
Method_sequence,IMPROVES,Method_gbi
Method_sequence,IMPROVES,Method_syntactic
Method_sequence,IMPROVES,Method_semantic
Method_sequence,EVALUATES,Task_gradient-based
Method_sequence,EVALUATES,Task_sequence
Method_sequence,EVALUATES,Task_semantic
Method_syntactic,USES,Technology_gbi
Method_syntactic,IMPROVES,Method_gbi
Method_syntactic,IMPROVES,Method_sequence
Method_syntactic,IMPROVES,Method_semantic
Method_syntactic,EVALUATES,Task_gradient-based
Method_syntactic,EVALUATES,Task_sequence
Method_syntactic,EVALUATES,Task_semantic
Method_semantic,USES,Technology_gbi
Method_semantic,IMPROVES,Method_gbi
Method_semantic,IMPROVES,Method_sequence
Method_semantic,IMPROVES,Method_syntactic
Method_semantic,EVALUATES,Task_gradient-based
Method_semantic,EVALUATES,Task_sequence
Method_semantic,EVALUATES,Task_semantic
Technology_gbi,BELONGS_TO,Task_gradient-based
Technology_gbi,BELONGS_TO,Task_sequence
Technology_gbi,BELONGS_TO,Task_semantic
2304.12940,BELONGS_TO,Technology_conceptnet
2104.09644,PROPOSED,Method_electroencephalographic
2104.09644,PROPOSED,Method_eeg
Method_electroencephalographic,IMPROVES,Method_eeg
Method_eeg,IMPROVES,Method_electroencephalographic
2407.14795,RESEARCH_ON,Task_automatic
2401.06356,BELONGS_TO,Technology_nlp
2304.00115,BELONGS_TO,Technology_transformer-based
2304.00115,PROPOSED,Method_gatortron
2304.00115,PROPOSED,Method_deberta
2304.00115,PROPOSED,Method_roberta
2304.00115,PROPOSED,Method_longformer
2304.00115,PROPOSED,Method_ultrasound
2304.00115,PROPOSED,Method_thyroid
Method_gatortron,USES,Technology_transformer-based
Method_gatortron,IMPROVES,Method_deberta
Method_gatortron,IMPROVES,Method_roberta
Method_gatortron,IMPROVES,Method_longformer
Method_gatortron,IMPROVES,Method_ultrasound
Method_gatortron,IMPROVES,Method_thyroid
Method_deberta,USES,Technology_transformer-based
Method_deberta,IMPROVES,Method_gatortron
Method_deberta,IMPROVES,Method_roberta
Method_deberta,IMPROVES,Method_longformer
Method_deberta,IMPROVES,Method_ultrasound
Method_deberta,IMPROVES,Method_thyroid
Method_roberta,USES,Technology_transformer-based
Method_roberta,IMPROVES,Method_gatortron
Method_roberta,IMPROVES,Method_deberta
Method_roberta,IMPROVES,Method_longformer
Method_roberta,IMPROVES,Method_ultrasound
Method_roberta,IMPROVES,Method_thyroid
Method_longformer,USES,Technology_transformer-based
Method_longformer,IMPROVES,Method_gatortron
Method_longformer,IMPROVES,Method_deberta
Method_longformer,IMPROVES,Method_roberta
Method_longformer,IMPROVES,Method_ultrasound
Method_longformer,IMPROVES,Method_thyroid
Method_ultrasound,USES,Technology_transformer-based
Method_ultrasound,IMPROVES,Method_gatortron
Method_ultrasound,IMPROVES,Method_deberta
Method_ultrasound,IMPROVES,Method_roberta
Method_ultrasound,IMPROVES,Method_longformer
Method_ultrasound,IMPROVES,Method_thyroid
Method_thyroid,USES,Technology_transformer-based
Method_thyroid,IMPROVES,Method_gatortron
Method_thyroid,IMPROVES,Method_deberta
Method_thyroid,IMPROVES,Method_roberta
Method_thyroid,IMPROVES,Method_longformer
Method_thyroid,IMPROVES,Method_ultrasound
2011.02323,BELONGS_TO,Technology_nlp
2405.10845,RESEARCH_ON,Task_trace
2205.00806,PROPOSED,Method_text
2205.00806,PROPOSED,Method_re
2205.00806,PROPOSED,Method_text
Method_text,IMPROVES,Method_re
Method_text,IMPROVES,Method_text
Method_re,IMPROVES,Method_text
Method_re,IMPROVES,Method_text
Method_text,IMPROVES,Method_text
Method_text,IMPROVES,Method_re
2004.13897,BELONGS_TO,Technology_ir
2004.13897,BELONGS_TO,Technology_nlp
2310.04027,BELONGS_TO,Technology_nlp
2310.04027,PROPOSED,Method_financial
Method_financial,USES,Technology_nlp
2009.14683,BELONGS_TO,Technology_nlp
2009.14683,RESEARCH_ON,Task_requirement
Technology_nlp,BELONGS_TO,Task_requirement
2410.06427,BELONGS_TO,Technology_nlp
2410.06427,RESEARCH_ON,Task_nlp
Technology_nlp,BELONGS_TO,Task_nlp
1912.03918,BELONGS_TO,Technology_policy
1912.03918,BELONGS_TO,Technology_deep
1909.00412,BELONGS_TO,Technology_graph
1405.2432,PROPOSED,Method_functional
2208.10926,BELONGS_TO,Technology_nlp
2502.08682,BELONGS_TO,Technology_debian
2406.14969,RESEARCH_ON,Task_exploring
2205.11134,BELONGS_TO,Technology_nlp
2304.02716,RESEARCH_ON,Task_dynamic
1411.0588,BELONGS_TO,Technology_java
1411.0588,RESEARCH_ON,Task_detection
Technology_java,BELONGS_TO,Task_detection
2312.10770,PROPOSED,Method_activation-based
2312.10770,RESEARCH_ON,Task_enzyme
Method_activation-based,EVALUATES,Task_enzyme
2002.10772,PROPOSED,Method_amework
2002.10772,RESEARCH_ON,Task_label-guided
Method_amework,EVALUATES,Task_label-guided
2301.08155,BELONGS_TO,Technology_openai
2304.09058,RESEARCH_ON,Task_end-tasks
2301.09685,PROPOSED,Method_optical
2301.09685,PROPOSED,Method_noise
Method_optical,IMPROVES,Method_noise
Method_noise,IMPROVES,Method_optical
2412.15302,BELONGS_TO,Technology_graph
2412.15302,BELONGS_TO,Technology_tokenphormer
2211.05044,BELONGS_TO,Technology_artificial
2406.11622,RESEARCH_ON,Task_building
2305.03092,PROPOSED,Method_hand-labeled
2406.06870,BELONGS_TO,Technology_ai
2406.06870,PROPOSED,Method_llms
Method_llms,USES,Technology_ai
2406.04892,BELONGS_TO,Technology_natural
2406.04892,BELONGS_TO,Technology_deep
2406.04892,PROPOSED,Method_natural
2406.04892,RESEARCH_ON,Task_natural
Method_natural,USES,Technology_natural
Method_natural,USES,Technology_deep
Method_natural,EVALUATES,Task_natural
Technology_natural,BELONGS_TO,Task_natural
Technology_deep,BELONGS_TO,Task_natural
2204.02892,PROPOSED,Method_sub-task
2412.18618,BELONGS_TO,Technology_natural
2412.18618,BELONGS_TO,Technology_machine
2412.18618,PROPOSED,Method_machine
2412.18618,PROPOSED,Method_natural
Method_machine,USES,Technology_natural
Method_machine,USES,Technology_machine
Method_machine,IMPROVES,Method_natural
Method_natural,USES,Technology_machine
Method_natural,IMPROVES,Method_machine
2206.01347,BELONGS_TO,Technology_mt2net
2310.18969,BELONGS_TO,Technology_nlp
2410.22660,BELONGS_TO,Technology_ezswitch
2410.22660,PROPOSED,Method_ezswitch
Method_ezswitch,USES,Technology_ezswitch
1805.03642,PROPOSED,Method_order
1805.03642,PROPOSED,Method_learning
1805.03642,PROPOSED,Method_knowledge
Method_order,IMPROVES,Method_learning
Method_order,IMPROVES,Method_knowledge
Method_learning,IMPROVES,Method_order
Method_learning,IMPROVES,Method_knowledge
Method_knowledge,IMPROVES,Method_order
Method_knowledge,IMPROVES,Method_learning
2006.00031,BELONGS_TO,Technology_lexical
2006.00031,PROPOSED,Method_lexical
2006.00031,RESEARCH_ON,Task_lexical
Method_lexical,USES,Technology_lexical
Method_lexical,EVALUATES,Task_lexical
Technology_lexical,BELONGS_TO,Task_lexical
2001.07885,RESEARCH_ON,Task_machine
2502.17465,PROPOSED,Method_eeg-to-text
2502.17465,PROPOSED,Method_electronic
2502.17465,PROPOSED,Method_closed-vocabulary
Method_eeg-to-text,IMPROVES,Method_electronic
Method_eeg-to-text,IMPROVES,Method_closed-vocabulary
Method_electronic,IMPROVES,Method_eeg-to-text
Method_electronic,IMPROVES,Method_closed-vocabulary
Method_closed-vocabulary,IMPROVES,Method_eeg-to-text
Method_closed-vocabulary,IMPROVES,Method_electronic
2411.00459,PROPOSED,Method_defense
2303.13001,BELONGS_TO,Technology_openai
2404.09138,BELONGS_TO,Technology_nlp
2404.09138,BELONGS_TO,Technology_ai
2502.01659,PROPOSED,Method_flashattention
2502.01659,RESEARCH_ON,Task_flashattention
Method_flashattention,EVALUATES,Task_flashattention
2104.04488,PROPOSED,Method_learning
2104.04488,RESEARCH_ON,Task_nlp
2104.04488,RESEARCH_ON,Task_paraphrase
Method_learning,EVALUATES,Task_nlp
Method_learning,EVALUATES,Task_paraphrase
2310.02995,PROPOSED,Method_ibcl
2311.15649,PROPOSED,Method_roboskill
1911.07613,BELONGS_TO,Technology_awd-lstm
1608.00841,BELONGS_TO,Technology_nlp
2310.00734,PROPOSED,Method_pseudo-label
2310.00734,PROPOSED,Method_paraphrasing
2310.00734,PROPOSED,Method_gpt-based
Method_pseudo-label,IMPROVES,Method_paraphrasing
Method_pseudo-label,IMPROVES,Method_gpt-based
Method_paraphrasing,IMPROVES,Method_pseudo-label
Method_paraphrasing,IMPROVES,Method_gpt-based
Method_gpt-based,IMPROVES,Method_pseudo-label
Method_gpt-based,IMPROVES,Method_paraphrasing
2008.13781,PROPOSED,Method_rting
1803.00105,PROPOSED,Method_web
1803.00105,PROPOSED,Method_geospatial
1803.00105,PROPOSED,Method_natural
1803.00105,PROPOSED,Method_machine
1803.00105,PROPOSED,Method_data
1803.00105,PROPOSED,Method_automated
Method_web,IMPROVES,Method_geospatial
Method_web,IMPROVES,Method_natural
Method_web,IMPROVES,Method_machine
Method_web,IMPROVES,Method_data
Method_web,IMPROVES,Method_automated
Method_geospatial,IMPROVES,Method_web
Method_geospatial,IMPROVES,Method_natural
Method_geospatial,IMPROVES,Method_machine
Method_geospatial,IMPROVES,Method_data
Method_geospatial,IMPROVES,Method_automated
Method_natural,IMPROVES,Method_web
Method_natural,IMPROVES,Method_geospatial
Method_natural,IMPROVES,Method_data
Method_natural,IMPROVES,Method_automated
Method_machine,IMPROVES,Method_web
Method_machine,IMPROVES,Method_geospatial
Method_machine,IMPROVES,Method_data
Method_machine,IMPROVES,Method_automated
Method_data,IMPROVES,Method_web
Method_data,IMPROVES,Method_geospatial
Method_data,IMPROVES,Method_natural
Method_data,IMPROVES,Method_machine
Method_data,IMPROVES,Method_automated
Method_automated,IMPROVES,Method_web
Method_automated,IMPROVES,Method_geospatial
Method_automated,IMPROVES,Method_natural
Method_automated,IMPROVES,Method_machine
Method_automated,IMPROVES,Method_data
2209.04259,PROPOSED,Method_al
2008.11257,PROPOSED,Method_indirect
2008.11257,RESEARCH_ON,Task_indirect
Method_indirect,EVALUATES,Task_indirect
1810.02938,BELONGS_TO,Technology_nlp
1810.02938,RESEARCH_ON,Task_co-stack
Technology_nlp,BELONGS_TO,Task_co-stack
2502.19008,BELONGS_TO,Technology_bitnet
2502.19008,PROPOSED,Method_low-bit
2502.19008,PROPOSED,Method_quantization-aware
2502.19008,PROPOSED,Method_post-training
Method_low-bit,USES,Technology_bitnet
Method_low-bit,IMPROVES,Method_quantization-aware
Method_low-bit,IMPROVES,Method_post-training
Method_quantization-aware,USES,Technology_bitnet
Method_quantization-aware,IMPROVES,Method_low-bit
Method_quantization-aware,IMPROVES,Method_post-training
Method_post-training,USES,Technology_bitnet
Method_post-training,IMPROVES,Method_low-bit
Method_post-training,IMPROVES,Method_quantization-aware
2010.05419,PROPOSED,Method_saliency
2010.05419,RESEARCH_ON,Task_qa
Method_saliency,EVALUATES,Task_qa
1908.05596,PROPOSED,Method_natural
2402.05122,RESEARCH_ON,Task_turing
2306.02307,BELONGS_TO,Technology_sweet
2306.02307,PROPOSED,Method_adaptive
Method_adaptive,USES,Technology_sweet
2205.10743,BELONGS_TO,Technology_sentencebert
2205.10743,BELONGS_TO,Technology_word2vec
2205.10743,PROPOSED,Method_machine
2205.10743,PROPOSED,Method_text
Method_machine,USES,Technology_sentencebert
Method_machine,USES,Technology_word2vec
Method_machine,IMPROVES,Method_text
Method_text,USES,Technology_sentencebert
Method_text,USES,Technology_word2vec
Method_text,IMPROVES,Method_machine
2211.07349,PROPOSED,Method_bitfit
2005.11401,RESEARCH_ON,Task_retrieval-augmented
2111.11870,RESEARCH_ON,Task_data-free
2202.03725,BELONGS_TO,Technology_automatic
2202.03725,BELONGS_TO,Technology_natural
2202.03725,PROPOSED,Method_automatic
2202.03725,PROPOSED,Method_asr
2202.03725,PROPOSED,Method_natural
2202.03725,PROPOSED,Method_nlp
Method_automatic,USES,Technology_natural
Method_automatic,IMPROVES,Method_asr
Method_automatic,IMPROVES,Method_natural
Method_automatic,IMPROVES,Method_nlp
Method_asr,USES,Technology_automatic
Method_asr,USES,Technology_natural
Method_asr,IMPROVES,Method_automatic
Method_asr,IMPROVES,Method_natural
Method_asr,IMPROVES,Method_nlp
Method_natural,USES,Technology_automatic
Method_natural,IMPROVES,Method_automatic
Method_natural,IMPROVES,Method_asr
Method_natural,IMPROVES,Method_nlp
Method_nlp,USES,Technology_automatic
Method_nlp,USES,Technology_natural
Method_nlp,IMPROVES,Method_automatic
Method_nlp,IMPROVES,Method_asr
Method_nlp,IMPROVES,Method_natural
2412.01312,BELONGS_TO,Technology_ai
2007.02758,PROPOSED,Method_svm
2007.02758,PROPOSED,Method_tinomial
Method_svm,IMPROVES,Method_tinomial
Method_tinomial,IMPROVES,Method_svm
2402.04088,BELONGS_TO,Technology_twitter
Technology_xml,BELONGS_TO,Task_information
1909.03084,BELONGS_TO,Technology_disp
1909.03084,PROPOSED,Method_disp
Method_disp,USES,Technology_disp
2306.01753,RESEARCH_ON,Task_preconditioned
2105.14686,BELONGS_TO,Technology_nlp
2105.14686,RESEARCH_ON,Task_nlp
Technology_nlp,BELONGS_TO,Task_nlp
1705.10591,BELONGS_TO,Technology_kepler
1705.10591,RESEARCH_ON,Task_convolution
Technology_kepler,BELONGS_TO,Task_convolution
2408.04556,PROPOSED,Method_parameter-efficient
2206.00826,BELONGS_TO,Technology_nlp
2403.15587,PROPOSED,Method_crowd
2404.03324,BELONGS_TO,Technology_nlp
1803.05662,PROPOSED,Method_sr-brcnn
1803.05662,RESEARCH_ON,Task_structure
Method_sr-brcnn,EVALUATES,Task_structure
2004.08249,RESEARCH_ON,Task_admin
2401.01262,RESEARCH_ON,Task_fairness
2307.13560,RESEARCH_ON,Task_cross-lingual
2004.07453,BELONGS_TO,Technology_nlp
2402.15132,RESEARCH_ON,Task_sts
1907.04286,BELONGS_TO,Technology_cui2vec
1907.04286,PROPOSED,Method_cui2vec
1907.04286,PROPOSED,Method_esp
1907.04286,PROPOSED,Method_bert
1907.04286,PROPOSED,Method_bidirectional
Method_cui2vec,USES,Technology_cui2vec
Method_cui2vec,IMPROVES,Method_esp
Method_cui2vec,IMPROVES,Method_bert
Method_cui2vec,IMPROVES,Method_bidirectional
Method_esp,USES,Technology_cui2vec
Method_esp,IMPROVES,Method_cui2vec
Method_esp,IMPROVES,Method_bert
Method_esp,IMPROVES,Method_bidirectional
Method_bert,USES,Technology_cui2vec
Method_bert,IMPROVES,Method_cui2vec
Method_bert,IMPROVES,Method_esp
Method_bert,IMPROVES,Method_bidirectional
Method_bidirectional,USES,Technology_cui2vec
Method_bidirectional,IMPROVES,Method_cui2vec
Method_bidirectional,IMPROVES,Method_esp
Method_bidirectional,IMPROVES,Method_bert
2212.06334,PROPOSED,Method_auto-labelling
2501.11003,BELONGS_TO,Technology_mozilla
2501.11003,BELONGS_TO,Technology_natural
2403.15492,BELONGS_TO,Technology_semla
1807.03583,PROPOSED,Method_kneser-ney
1807.03583,PROPOSED,Method_modified
1807.03583,PROPOSED,Method_mkns
Method_kneser-ney,IMPROVES,Method_modified
Method_kneser-ney,IMPROVES,Method_mkns
Method_modified,IMPROVES,Method_kneser-ney
Method_modified,IMPROVES,Method_mkns
Method_mkns,IMPROVES,Method_kneser-ney
Method_mkns,IMPROVES,Method_modified
2211.11216,PROPOSED,Method_natural
2411.18306,PROPOSED,Method_manual
2502.00305,BELONGS_TO,Technology_deuce
2112.07011,BELONGS_TO,Technology_google
2112.07011,PROPOSED,Method_event
2112.07011,RESEARCH_ON,Task_speech
Method_event,USES,Technology_google
Method_event,EVALUATES,Task_speech
Technology_google,BELONGS_TO,Task_speech
2408.14845,RESEARCH_ON,Task_sae
2307.14587,PROPOSED,Method_artificial
2004.06660,BELONGS_TO,Technology_nlp
2004.06660,BELONGS_TO,Technology_ripple
2004.06660,PROPOSED,Method_ripple
2004.06660,PROPOSED,Method_embedding
2004.06660,RESEARCH_ON,Task_embedding
Method_ripple,USES,Technology_nlp
Method_ripple,USES,Technology_ripple
Method_ripple,IMPROVES,Method_embedding
Method_ripple,EVALUATES,Task_embedding
Method_embedding,USES,Technology_nlp
Method_embedding,USES,Technology_ripple
Method_embedding,IMPROVES,Method_ripple
Method_embedding,EVALUATES,Task_embedding
Technology_nlp,BELONGS_TO,Task_embedding
Technology_ripple,BELONGS_TO,Task_embedding
2404.15289,PROPOSED,Method_eeg
2404.15289,PROPOSED,Method_eegdir
2404.15289,PROPOSED,Method_electroencephalogram
2404.15289,PROPOSED,Method_retentive
Method_eeg,IMPROVES,Method_eegdir
Method_eeg,IMPROVES,Method_electroencephalogram
Method_eeg,IMPROVES,Method_retentive
Method_eegdir,IMPROVES,Method_eeg
Method_eegdir,IMPROVES,Method_electroencephalogram
Method_eegdir,IMPROVES,Method_retentive
Method_electroencephalogram,IMPROVES,Method_eeg
Method_electroencephalogram,IMPROVES,Method_eegdir
Method_electroencephalogram,IMPROVES,Method_retentive
Method_retentive,IMPROVES,Method_eeg
Method_retentive,IMPROVES,Method_eegdir
Method_retentive,IMPROVES,Method_electroencephalogram
2501.13479,BELONGS_TO,Technology_ai
2401.03196,BELONGS_TO,Technology_securereg
2410.08974,BELONGS_TO,Technology_uniglyph
2312.09718,BELONGS_TO,Technology_nlp
2402.10743,BELONGS_TO,Technology_tcm
2109.04939,PROPOSED,Method_modeling
2108.10197,PROPOSED,Method_kd
2108.10197,PROPOSED,Method_knowledge
2108.10197,RESEARCH_ON,Task_text
2108.10197,RESEARCH_ON,Task_qtr
Method_kd,EVALUATES,Task_text
Method_kd,EVALUATES,Task_qtr
Method_knowledge,EVALUATES,Task_text
Method_knowledge,EVALUATES,Task_qtr
2206.05229,BELONGS_TO,Technology_ai
2206.05229,PROPOSED,Method_measuring
Method_measuring,USES,Technology_ai
2102.07071,BELONGS_TO,Technology_kp
2102.07071,PROPOSED,Method_pruning
Method_pruning,USES,Technology_kp
2304.13567,PROPOSED,Method_random
2304.13567,PROPOSED,Method_context
2304.13567,RESEARCH_ON,Task_named
Method_random,IMPROVES,Method_context
Method_random,EVALUATES,Task_named
Method_context,IMPROVES,Method_random
Method_context,EVALUATES,Task_named
1604.05875,BELONGS_TO,Technology_wikipedia
1604.05875,PROPOSED,Method_distributed
Method_distributed,USES,Technology_wikipedia
2502.15701,BELONGS_TO,Technology_genai
2502.15701,RESEARCH_ON,Task_event
Technology_genai,BELONGS_TO,Task_event
2406.06578,BELONGS_TO,Technology_bert
2406.06578,BELONGS_TO,Technology_svm
2406.06578,PROPOSED,Method_natural
2406.06578,PROPOSED,Method_stop
Method_natural,USES,Technology_bert
Method_natural,USES,Technology_svm
Method_natural,IMPROVES,Method_stop
Method_stop,USES,Technology_bert
Method_stop,USES,Technology_svm
Method_stop,IMPROVES,Method_natural
2110.15732,BELONGS_TO,Technology_spacy
2110.15732,BELONGS_TO,Technology_opennlp
2401.02013,BELONGS_TO,Technology_logistic
2401.02013,BELONGS_TO,Technology_switchtab
2401.02013,PROPOSED,Method_xgboost
2401.02013,PROPOSED,Method_logistic
2401.02013,RESEARCH_ON,Task_end-to-end
Method_xgboost,USES,Technology_logistic
Method_xgboost,USES,Technology_switchtab
Method_xgboost,IMPROVES,Method_logistic
Method_xgboost,EVALUATES,Task_end-to-end
Method_logistic,USES,Technology_logistic
Method_logistic,USES,Technology_switchtab
Method_logistic,IMPROVES,Method_xgboost
Method_logistic,EVALUATES,Task_end-to-end
Technology_logistic,BELONGS_TO,Task_end-to-end
