head,relation,tail
2405.18346,PROPOSED,Method_natural_language_processing
2002.00760,BELONGS_TO,Technology_natural_language_processing
2307.08036,BELONGS_TO,Technology_artificial_intelligence
2011.14203,RESEARCH_ON,Task_natural_language_processing
2402.15039,BELONGS_TO,Technology_web_intelligence
1903.03995,BELONGS_TO,Technology_natural_language_processing
1206.4958,BELONGS_TO,Technology_dictionary
1809.05576,BELONGS_TO,Technology_natural_language_processing
1809.05576,PROPOSED,Method_france
Method_france,USES,Technology_natural_language_processing
2304.05613,BELONGS_TO,Technology_chatbots
2411.04920,BELONGS_TO,Technology_artificial_intelligence
2411.04920,BELONGS_TO,Technology_natural_language_processing
2411.04920,PROPOSED,Method_artificial_intelligence
2310.10400,BELONGS_TO,Technology_natural_language_processing
2112.15167,BELONGS_TO,Technology_artificial_intelligence
2410.12511,BELONGS_TO,Technology_artificial_intelligence
2404.04478,BELONGS_TO,Technology_transformer
2405.04692,BELONGS_TO,Technology_artificial_intelligence
2405.04692,BELONGS_TO,Technology_natural_language_processing
2405.04692,PROPOSED,Method_artificial_intelligence
2405.04692,PROPOSED,Method_natural_language_processing
Method_artificial_intelligence,IMPROVES,Method_natural_language_processing
Method_natural_language_processing,IMPROVES,Method_artificial_intelligence
1709.04558,BELONGS_TO,Technology_artificial_intelligence
1709.04558,BELONGS_TO,Technology_natural_language_processing
2410.10215,BELONGS_TO,Technology_natural_language_processing
2402.04553,RESEARCH_ON,Task_vrml
1710.08048,BELONGS_TO,Technology_natural_language_processing
1710.08048,PROPOSED,Method_natural_language_processing
2303.12737,BELONGS_TO,Technology_natural_language_processing
2210.10341,BELONGS_TO,Technology_gpt
2110.15721,BELONGS_TO,Technology_artificial_intelligence
2108.06082,BELONGS_TO,Technology_lstm
2108.06082,PROPOSED,Method_dci
Method_dci,USES,Technology_lstm
2110.00859,BELONGS_TO,Technology_natural_language_processing
2103.11816,BELONGS_TO,Technology_internet
2311.11981,BELONGS_TO,Technology_artificial_intelligence
2412.17347,BELONGS_TO,Technology_social_networks
2102.05628,BELONGS_TO,Technology_natural_language_processing
2010.04470,BELONGS_TO,Technology_social_networks
1905.02947,BELONGS_TO,Technology_artificial_intelligence
2307.09744,BELONGS_TO,Technology_gpt
2304.08453,PROPOSED,Method_simulation
2309.11981,RESEARCH_ON,Task_simulation
2409.03779,BELONGS_TO,Technology_chatbots
2401.05476,BELONGS_TO,Technology_gpt
1906.04099,BELONGS_TO,Technology_natural_language_processing
2310.17488,PROPOSED,Method_dci
2401.03428,BELONGS_TO,Technology_artificial_intelligence
2210.17497,BELONGS_TO,Technology_transformer
1811.02848,BELONGS_TO,Technology_natural_language_processing
2403.13835,BELONGS_TO,Technology_artificial_intelligence
2403.13835,BELONGS_TO,Technology_gpt
2310.18431,BELONGS_TO,Technology_natural_language_processing
2212.06882,BELONGS_TO,Technology_artificial_intelligence
2212.06882,BELONGS_TO,Technology_natural_language_processing
2212.06882,PROPOSED,Method_artificial_intelligence
2406.11002,BELONGS_TO,Technology_artificial_intelligence
2306.05257,BELONGS_TO,Technology_artificial_intelligence
2306.05257,PROPOSED,Method_artificial_intelligence
2010.01764,BELONGS_TO,Technology_natural_language_processing
2010.01764,BELONGS_TO,Technology_machine_translation
2010.01764,PROPOSED,Method_machine_translation
Method_machine_translation,USES,Technology_natural_language_processing
Method_machine_translation,USES,Technology_machine_translation
2104.14690,BELONGS_TO,Technology_natural_language_processing
2102.07536,BELONGS_TO,Technology_artificial_intelligence
2109.13825,BELONGS_TO,Technology_word_vectors
2109.13825,BELONGS_TO,Technology_xml
2410.10229,BELONGS_TO,Technology_wikipedia
2210.05153,BELONGS_TO,Technology_transformer
2110.02052,BELONGS_TO,Technology_natural_language_processing
2212.11382,BELONGS_TO,Technology_transformer
2203.15860,BELONGS_TO,Technology_natural_language_processing
2203.15860,RESEARCH_ON,Task_natural_language_processing
1506.06418,BELONGS_TO,Technology_natural_language_processing
2206.06489,BELONGS_TO,Technology_artificial_intelligence
2310.11146,BELONGS_TO,Technology_artificial_intelligence
2306.06477,BELONGS_TO,Technology_natural_language_processing
1303.1232,BELONGS_TO,Technology_wikipedia
2302.03780,BELONGS_TO,Technology_gpt
2302.03780,BELONGS_TO,Technology_chatbots
2405.00516,BELONGS_TO,Technology_vrml
2405.00516,PROPOSED,Method_vrml
Method_vrml,USES,Technology_vrml
2210.05549,BELONGS_TO,Technology_natural_language_processing
2303.13835,PROPOSED,Method_law_revisions
2303.13835,PROPOSED,Method_text_categorization
Method_law_revisions,IMPROVES,Method_text_categorization
Method_text_categorization,IMPROVES,Method_law_revisions
2311.05020,BELONGS_TO,Technology_natural_language_processing
2404.01667,PROPOSED,Method_evaluation
2107.09278,BELONGS_TO,Technology_natural_language_processing
2105.11018,BELONGS_TO,Technology_wikipedia
2011.08612,BELONGS_TO,Technology_artificial_intelligence
2011.08612,PROPOSED,Method_proving
Method_proving,USES,Technology_artificial_intelligence
2303.04229,BELONGS_TO,Technology_artificial_intelligence
2306.01061,BELONGS_TO,Technology_natural_language_processing
2109.00835,BELONGS_TO,Technology_wikipedia
2309.10272,BELONGS_TO,Technology_natural_language_processing
2303.01081,BELONGS_TO,Technology_natural_language_processing
1908.07898,BELONGS_TO,Technology_natural_language_processing
2412.10576,PROPOSED,Method_natural
2010.12533,BELONGS_TO,Technology_natural_language_processing
2010.12533,BELONGS_TO,Technology_word_vectors
2502.01306,BELONGS_TO,Technology_artificial_intelligence
2405.06499,BELONGS_TO,Technology_natural_language_processing
2502.18746,PROPOSED,Method_content_annotation
1906.01762,BELONGS_TO,Technology_natural_language_processing
2406.20054,RESEARCH_ON,Task_wordnets
2106.07341,BELONGS_TO,Technology_natural_language_processing
2407.20007,BELONGS_TO,Technology_natural_language_processing
2110.07938,PROPOSED,Method_embedding
2110.07938,PROPOSED,Method_neural_networks
Method_embedding,IMPROVES,Method_neural_networks
Method_neural_networks,IMPROVES,Method_embedding
1912.12333,BELONGS_TO,Technology_natural_language_processing
2403.11346,BELONGS_TO,Technology_natural_language_processing
2501.03040,BELONGS_TO,Technology_natural_language_processing
2310.16607,BELONGS_TO,Technology_natural_language_processing
2210.03324,BELONGS_TO,Technology_uml
2104.07578,BELONGS_TO,Technology_natural_language_processing
1802.06196,BELONGS_TO,Technology_intent
1802.06196,PROPOSED,Method_intent
Method_intent,USES,Technology_intent
2307.01211,BELONGS_TO,Technology_natural_language_processing
1512.02433,RESEARCH_ON,Task_natural_language_processing
2402.04088,BELONGS_TO,Technology_twitter
2502.18339,BELONGS_TO,Technology_artificial_intelligence
2305.17619,BELONGS_TO,Technology_artificial_intelligence
2103.13942,BELONGS_TO,Technology_bert
2004.14145,RESEARCH_ON,Task_dictionary
2310.04673,RESEARCH_ON,Task_automation
2501.13479,BELONGS_TO,Technology_artificial_intelligence
2406.14864,BELONGS_TO,Technology_artificial_intelligence
2109.01558,BELONGS_TO,Technology_natural_language_processing
2312.05589,BELONGS_TO,Technology_natural_language_processing
2312.05589,PROPOSED,Method_natural_language_processing
2407.12638,BELONGS_TO,Technology_gpt
1905.10949,BELONGS_TO,Technology_synset
2312.04234,BELONGS_TO,Technology_transformer
2310.01704,BELONGS_TO,Technology_transformer
2405.19686,PROPOSED,Method_gpt
2211.06494,BELONGS_TO,Technology_artificial_intelligence
2107.06097,BELONGS_TO,Technology_natural_language_processing
2308.00113,PROPOSED,Method_learning
2302.02876,BELONGS_TO,Technology_natural_language_processing
2302.02876,BELONGS_TO,Technology_transformer
2302.02876,PROPOSED,Method_law_revisions
Method_law_revisions,USES,Technology_natural_language_processing
Method_law_revisions,USES,Technology_transformer
2411.12000,BELONGS_TO,Technology_natural_language_processing
2111.09714,PROPOSED,Method_transformer
2405.17764,BELONGS_TO,Technology_natural_language_processing
2108.02807,BELONGS_TO,Technology_artificial_intelligence
2301.09785,BELONGS_TO,Technology_transformer
2301.09785,PROPOSED,Method_transformer
2301.09785,PROPOSED,Method_learning
Method_transformer,USES,Technology_transformer
Method_transformer,IMPROVES,Method_learning
Method_learning,USES,Technology_transformer
Method_learning,IMPROVES,Method_transformer
2310.06374,BELONGS_TO,Technology_natural_language_processing
2404.18184,BELONGS_TO,Technology_artificial_intelligence
2402.03367,BELONGS_TO,Technology_artificial_intelligence
2406.17647,BELONGS_TO,Technology_navigation
2406.17647,RESEARCH_ON,Task_navigation
Technology_navigation,BELONGS_TO,Task_navigation
2111.04933,BELONGS_TO,Technology_bert
2402.08250,BELONGS_TO,Technology_artificial_intelligence
2311.04088,PROPOSED,Method_natural_language_processing
2006.11627,BELONGS_TO,Technology_natural_language_processing
2103.09813,BELONGS_TO,Technology_natural_language_processing
2205.12676,BELONGS_TO,Technology_natural_language_processing
2012.00195,BELONGS_TO,Technology_natural_language_processing
2210.16953,PROPOSED,Method_bert
2211.08842,BELONGS_TO,Technology_gpt
1906.03608,BELONGS_TO,Technology_wikipedia
2402.01720,BELONGS_TO,Technology_artificial_intelligence
1811.01824,RESEARCH_ON,Task_modularization
2011.02323,BELONGS_TO,Technology_natural_language_processing
2310.05046,BELONGS_TO,Technology_chatbots
2402.10184,BELONGS_TO,Technology_natural_language_processing
2104.12846,BELONGS_TO,Technology_natural_language_processing
2006.01209,BELONGS_TO,Technology_natural_language_processing
2311.11088,PROPOSED,Method_natural_language_processing
2006.02724,BELONGS_TO,Technology_artificial_intelligence
1906.04106,BELONGS_TO,Technology_wikipedia
2501.10319,BELONGS_TO,Technology_natural_language_processing
2211.05986,BELONGS_TO,Technology_artificial_intelligence
2211.05986,PROPOSED,Method_artificial_intelligence
2502.18215,BELONGS_TO,Technology_natural_language_processing
2201.03382,BELONGS_TO,Technology_natural_language_processing
2312.11022,PROPOSED,Method_umls
2309.08008,BELONGS_TO,Technology_artificial_intelligence
2011.00802,PROPOSED,Method_bert
2405.13144,BELONGS_TO,Technology_ai
2407.21050,BELONGS_TO,Technology_artificial_intelligence
2407.21050,BELONGS_TO,Technology_natural_language_processing
2407.21050,PROPOSED,Method_artificial_intelligence
2410.23728,BELONGS_TO,Technology_artificial_intelligence
2008.07027,BELONGS_TO,Technology_natural_language_processing
1809.07889,BELONGS_TO,Technology_internet
2106.00780,BELONGS_TO,Technology_natural_language_processing
2310.06228,BELONGS_TO,Technology_artificial_intelligence
2502.15754,BELONGS_TO,Technology_internet
2502.03120,BELONGS_TO,Technology_natural_language_processing
2502.03120,PROPOSED,Method_natural_language_processing
1602.06291,BELONGS_TO,Technology_wikipedia
1707.04538,BELONGS_TO,Technology_natural_language_processing
2501.03291,PROPOSED,Method_gpt
2301.00303,BELONGS_TO,Technology_gpt
1601.03313,PROPOSED,Method_n_grams
1610.01327,BELONGS_TO,Technology_natural_language_processing
1907.12461,BELONGS_TO,Technology_natural_language_processing
2210.08954,BELONGS_TO,Technology_natural_language_processing
2012.07580,BELONGS_TO,Technology_natural_language_processing
2203.11841,BELONGS_TO,Technology_wikipedia
2312.03706,BELONGS_TO,Technology_natural_language_processing
2212.10154,BELONGS_TO,Technology_gpt
2109.00532,BELONGS_TO,Technology_transformer
2202.07858,BELONGS_TO,Technology_natural_language_processing
2105.04271,BELONGS_TO,Technology_dci
2205.09470,BELONGS_TO,Technology_gpt
2106.12144,BELONGS_TO,Technology_natural_language_processing
2111.09486,BELONGS_TO,Technology_natural_language_processing
2210.14363,BELONGS_TO,Technology_natural_language_processing
2402.12408,BELONGS_TO,Technology_artificial_intelligence
2011.09159,PROPOSED,Method_gpt
2011.09159,PROPOSED,Method_bert
Method_gpt,IMPROVES,Method_bert
Method_bert,IMPROVES,Method_gpt
1508.01991,BELONGS_TO,Technology_natural_language_processing
2011.12631,BELONGS_TO,Technology_artificial_intelligence
2303.08259,BELONGS_TO,Technology_automation
2502.11312,BELONGS_TO,Technology_artificial_intelligence
2402.08638,BELONGS_TO,Technology_natural_language_processing
2303.08941,BELONGS_TO,Technology_gpt
2311.06851,BELONGS_TO,Technology_natural_language_processing
2404.02053,BELONGS_TO,Technology_bert
2404.02053,PROPOSED,Method_bert
Method_bert,USES,Technology_bert
2104.11230,BELONGS_TO,Technology_natural_language_processing
2104.11230,BELONGS_TO,Technology_bert
2307.07099,BELONGS_TO,Technology_natural_language_processing
2305.05480,PROPOSED,Method_language_models
2308.07272,BELONGS_TO,Technology_gpt
2305.14671,BELONGS_TO,Technology_transformer
1903.12271,PROPOSED,Method_semantics
1903.12271,PROPOSED,Method_modularization
Method_semantics,IMPROVES,Method_modularization
Method_modularization,IMPROVES,Method_semantics
2502.17071,BELONGS_TO,Technology_artificial_intelligence
2408.02237,BELONGS_TO,Technology_gpt
2005.00699,BELONGS_TO,Technology_natural_language_processing
2302.05721,BELONGS_TO,Technology_natural_language_processing
2402.05370,BELONGS_TO,Technology_natural_language_processing
2304.02210,BELONGS_TO,Technology_chatbots
2304.02210,PROPOSED,Method_chatbots
2411.05638,BELONGS_TO,Technology_artificial_intelligence
2310.13192,BELONGS_TO,Technology_chatbots
2310.13192,BELONGS_TO,Technology_artificial_intelligence
2003.06389,BELONGS_TO,Technology_natural_language_processing
2405.12609,BELONGS_TO,Technology_transformer
2408.00769,BELONGS_TO,Technology_artificial_intelligence
2108.13700,RESEARCH_ON,Task_natural_language_processing
2409.18222,BELONGS_TO,Technology_artificial_intelligence
2501.17194,BELONGS_TO,Technology_natural_language_processing
2502.14802,BELONGS_TO,Technology_artificial_intelligence
2405.15319,BELONGS_TO,Technology_natural_language_processing
1506.02338,RESEARCH_ON,Task_ontology
2310.19680,BELONGS_TO,Technology_large_language_models
2403.00226,BELONGS_TO,Technology_wordnets
2212.09399,BELONGS_TO,Technology_natural_language_processing
2106.00676,BELONGS_TO,Technology_natural_language_processing
2110.08388,PROPOSED,Method_embedding
2501.02074,BELONGS_TO,Technology_natural_language_processing
1807.10076,PROPOSED,Method_dom
2404.00303,BELONGS_TO,Technology_large_language_models
2404.00303,BELONGS_TO,Technology_wordnets
2404.00303,BELONGS_TO,Technology_gpt
2404.00303,PROPOSED,Method_large_language_models
2404.00303,PROPOSED,Method_machine_translation
2404.00303,PROPOSED,Method_wordnets
2404.00303,PROPOSED,Method_machine_translation
2404.00303,PROPOSED,Method_gpt
Method_large_language_models,USES,Technology_large_language_models
Method_large_language_models,USES,Technology_wordnets
Method_large_language_models,USES,Technology_gpt
Method_large_language_models,IMPROVES,Method_machine_translation
Method_large_language_models,IMPROVES,Method_wordnets
Method_large_language_models,IMPROVES,Method_machine_translation
Method_large_language_models,IMPROVES,Method_gpt
Method_machine_translation,USES,Technology_large_language_models
Method_machine_translation,USES,Technology_wordnets
Method_machine_translation,USES,Technology_gpt
Method_machine_translation,IMPROVES,Method_large_language_models
Method_machine_translation,IMPROVES,Method_wordnets
Method_machine_translation,IMPROVES,Method_machine_translation
Method_machine_translation,IMPROVES,Method_gpt
Method_wordnets,USES,Technology_large_language_models
Method_wordnets,USES,Technology_wordnets
Method_wordnets,USES,Technology_gpt
Method_wordnets,IMPROVES,Method_large_language_models
Method_wordnets,IMPROVES,Method_machine_translation
Method_wordnets,IMPROVES,Method_machine_translation
Method_wordnets,IMPROVES,Method_gpt
Method_machine_translation,USES,Technology_large_language_models
Method_machine_translation,USES,Technology_wordnets
Method_machine_translation,USES,Technology_gpt
Method_machine_translation,IMPROVES,Method_large_language_models
Method_machine_translation,IMPROVES,Method_machine_translation
Method_machine_translation,IMPROVES,Method_wordnets
Method_machine_translation,IMPROVES,Method_gpt
Method_gpt,USES,Technology_large_language_models
Method_gpt,USES,Technology_wordnets
Method_gpt,IMPROVES,Method_large_language_models
Method_gpt,IMPROVES,Method_machine_translation
Method_gpt,IMPROVES,Method_wordnets
Method_gpt,IMPROVES,Method_machine_translation
2406.03577,BELONGS_TO,Technology_natural_language_processing
2406.11681,BELONGS_TO,Technology_large_language_models
2103.13375,PROPOSED,Method_linguistics
2404.14361,BELONGS_TO,Technology_natural_language_processing
2105.13704,BELONGS_TO,Technology_nlp
2405.01582,BELONGS_TO,Technology_wikipedia
1607.00024,PROPOSED,Method_dictionary
2411.05902,BELONGS_TO,Technology_artificial_intelligence
2303.05387,BELONGS_TO,Technology_machine_translation
2303.05387,PROPOSED,Method_statistical_analysis
2303.05387,PROPOSED,Method_em_algorithm
Method_statistical_analysis,USES,Technology_machine_translation
Method_statistical_analysis,IMPROVES,Method_em_algorithm
Method_em_algorithm,USES,Technology_machine_translation
Method_em_algorithm,IMPROVES,Method_statistical_analysis
1811.12181,BELONGS_TO,Technology_artificial_intelligence
2103.05132,BELONGS_TO,Technology_word_vectors
1904.00784,BELONGS_TO,Technology_natural_language_processing
2310.10262,BELONGS_TO,Technology_artificial_intelligence
2202.03725,PROPOSED,Method_natural_language_processing
1908.06165,BELONGS_TO,Technology_artificial_intelligence
2312.10075,BELONGS_TO,Technology_artificial_intelligence
2308.03281,BELONGS_TO,Technology_natural_language_processing
2308.03281,BELONGS_TO,Technology_gpt
2305.18239,BELONGS_TO,Technology_natural_language_processing
2305.14994,PROPOSED,Method_gpt
2305.04365,BELONGS_TO,Technology_natural_language_processing
2304.07183,BELONGS_TO,Technology_gpt
2304.07183,BELONGS_TO,Technology_language_models
2112.13800,BELONGS_TO,Technology_natural_language_processing
2307.13244,PROPOSED,Method_law_revisions
2401.14425,BELONGS_TO,Technology_artificial_intelligence
2109.00571,BELONGS_TO,Technology_natural_language_processing
2403.06103,BELONGS_TO,Technology_social_networks
2011.15124,BELONGS_TO,Technology_artificial_intelligence
2110.03873,BELONGS_TO,Technology_lstm
2004.14870,BELONGS_TO,Technology_intent
2308.13911,BELONGS_TO,Technology_chatbots
2107.13541,BELONGS_TO,Technology_natural_language_processing
1701.05574,BELONGS_TO,Technology_natural_language_processing
2207.11437,BELONGS_TO,Technology_transformer
2207.11437,PROPOSED,Method_transformer
Method_transformer,USES,Technology_transformer
2005.04322,BELONGS_TO,Technology_natural_language_processing
2410.00174,BELONGS_TO,Technology_artificial_intelligence
2008.05221,BELONGS_TO,Technology_gpt
2008.05221,PROPOSED,Method_proving
Method_proving,USES,Technology_gpt
2403.10504,BELONGS_TO,Technology_gpt
1805.07340,BELONGS_TO,Technology_lstm
2305.12219,BELONGS_TO,Technology_natural_language_processing
2206.09249,BELONGS_TO,Technology_covid-19
2206.09249,PROPOSED,Method_covid-19
2206.09249,RESEARCH_ON,Task_feature_selection
Method_covid-19,USES,Technology_covid-19
Method_covid-19,EVALUATES,Task_feature_selection
Technology_covid-19,BELONGS_TO,Task_feature_selection
2402.12819,BELONGS_TO,Technology_natural_language_processing
2310.14282,BELONGS_TO,Technology_natural_language_processing
2110.15766,BELONGS_TO,Technology_transformer
2110.15766,PROPOSED,Method_transformer
Method_transformer,USES,Technology_transformer
2412.13488,BELONGS_TO,Technology_natural_language_processing
2402.01025,BELONGS_TO,Technology_natural_language_processing
2104.06063,BELONGS_TO,Technology_transformer
2105.13792,BELONGS_TO,Technology_natural_language_processing
2306.15609,BELONGS_TO,Technology_artificial_intelligence
2306.15609,PROPOSED,Method_artificial_intelligence
1909.10861,BELONGS_TO,Technology_natural_language_processing
1909.10861,PROPOSED,Method_language_models
Method_language_models,USES,Technology_natural_language_processing
2101.00389,BELONGS_TO,Technology_natural_language_processing
2012.12350,BELONGS_TO,Technology_dictionary
1508.06669,BELONGS_TO,Technology_natural_language_processing
2207.02390,PROPOSED,Method_transformer
2410.10991,BELONGS_TO,Technology_natural_language_processing
2106.14213,BELONGS_TO,Technology_artificial_intelligence
2406.00684,BELONGS_TO,Technology_artificial_intelligence
2103.12218,PROPOSED,Method_text_classification
2502.10632,BELONGS_TO,Technology_natural_language_processing
1709.09500,BELONGS_TO,Technology_natural_language_processing
2204.12406,BELONGS_TO,Technology_transformer
2212.04001,RESEARCH_ON,Task_dci
2404.18638,BELONGS_TO,Technology_artificial_intelligence
2302.04116,BELONGS_TO,Technology_natural_language_processing
2105.00377,PROPOSED,Method_bert
2210.02284,BELONGS_TO,Technology_natural_language_processing
2106.13700,BELONGS_TO,Technology_natural_language_processing
2302.10724,BELONGS_TO,Technology_gpt
1910.07631,BELONGS_TO,Technology_artificial_intelligence
2111.08088,PROPOSED,Method_medical_language_processing
2103.11316,BELONGS_TO,Technology_natural_language_processing
2302.05619,BELONGS_TO,Technology_natural_language_processing
2502.04219,BELONGS_TO,Technology_natural_language_processing
1912.00864,BELONGS_TO,Technology_artificial_intelligence
2010.06973,BELONGS_TO,Technology_artificial_intelligence
2010.06973,BELONGS_TO,Technology_natural
2107.05124,BELONGS_TO,Technology_natural_language_processing
2101.10277,BELONGS_TO,Technology_artificial_intelligence
2409.07613,BELONGS_TO,Technology_natural_language_processing
2410.12862,BELONGS_TO,Technology_artificial_intelligence
2410.12862,PROPOSED,Method_artificial_intelligence
2009.13664,BELONGS_TO,Technology_artificial_intelligence
2206.08574,BELONGS_TO,Technology_natural_language_processing
2211.05617,BELONGS_TO,Technology_artificial_intelligence
2204.09718,BELONGS_TO,Technology_artificial_intelligence
2501.00383,BELONGS_TO,Technology_artificial_intelligence
2310.13247,BELONGS_TO,Technology_ux
2311.06383,BELONGS_TO,Technology_natural_language_processing
2305.14263,BELONGS_TO,Technology_natural_language_processing
2008.10138,BELONGS_TO,Technology_artificial_intelligence
1906.01992,BELONGS_TO,Technology_intelligence
2306.12834,BELONGS_TO,Technology_natural_language_processing
2306.12834,PROPOSED,Method_natural_language_processing
2306.12834,PROPOSED,Method_em_algorithm
2408.13958,BELONGS_TO,Technology_artificial_intelligence
2408.13958,PROPOSED,Method_artificial_intelligence
2203.09975,BELONGS_TO,Technology_artificial_intelligence
1812.02793,PROPOSED,Method_em_algorithm
1812.02793,PROPOSED,Method_natural_language_processing
2311.17949,BELONGS_TO,Technology_natural_language_processing
2402.05591,BELONGS_TO,Technology_natural_language_processing
2409.09989,BELONGS_TO,Technology_artificial_intelligence
2404.16653,BELONGS_TO,Technology_transformer
2411.01710,BELONGS_TO,Technology_natural_language_processing
1604.05529,BELONGS_TO,Technology_lstm
2010.07414,BELONGS_TO,Technology_natural_language_processing
2311.18702,BELONGS_TO,Technology_gpt
2202.01145,BELONGS_TO,Technology_natural_language_processing
2412.15302,BELONGS_TO,Technology_transformer
2402.02315,BELONGS_TO,Technology_artificial_intelligence
2407.04172,PROPOSED,Method_chatbots
1906.09380,BELONGS_TO,Technology_artificial_intelligence
2209.00613,BELONGS_TO,Technology_natural_language_processing
2411.00052,RESEARCH_ON,Task_bert
2004.13342,BELONGS_TO,Technology_natural_language_processing
2305.01219,BELONGS_TO,Technology_natural_language_processing
1901.08163,BELONGS_TO,Technology_natural_language_processing
2404.18264,BELONGS_TO,Technology_natural_language_processing
2402.09025,PROPOSED,Method_proving
2311.05161,BELONGS_TO,Technology_gpt
2403.16158,BELONGS_TO,Technology_chatbots
2308.09308,BELONGS_TO,Technology_natural_language_processing
2411.09224,BELONGS_TO,Technology_artificial_intelligence
1711.03905,BELONGS_TO,Technology_social_networks
2005.00813,BELONGS_TO,Technology_natural_language_processing
1912.09582,BELONGS_TO,Technology_natural_language_processing
2101.07714,BELONGS_TO,Technology_gpt
2101.07714,PROPOSED,Method_natural_language_processing
Method_natural_language_processing,USES,Technology_gpt
2405.02664,BELONGS_TO,Technology_natural_language_processing
2405.02664,PROPOSED,Method_natural_language_processing
2303.00461,BELONGS_TO,Technology_internet
2305.15020,PROPOSED,Method_natural_language_processing
2201.00965,PROPOSED,Method_natural_language_processing
2003.08111,BELONGS_TO,Technology_social_networks
2307.02640,BELONGS_TO,Technology_artificial_intelligence
2307.02640,PROPOSED,Method_em_algorithm
2404.00656,RESEARCH_ON,Task_bert
1901.00066,BELONGS_TO,Technology_lstm
2202.07101,BELONGS_TO,Technology_natural_language_processing
2205.07634,BELONGS_TO,Technology_artificial_intelligence
1911.09242,BELONGS_TO,Technology_twitter
2408.05149,BELONGS_TO,Technology_artificial_intelligence
2408.05149,BELONGS_TO,Technology_natural_language_processing
2305.10703,BELONGS_TO,Technology_natural_language_processing
2101.03963,PROPOSED,Method_embedding
2212.00800,BELONGS_TO,Technology_artificial_intelligence
2108.12792,BELONGS_TO,Technology_artificial_intelligence
2211.10271,BELONGS_TO,Technology_transformer
1502.07288,BELONGS_TO,Technology_ux
2306.02320,PROPOSED,Method_gpt
2205.12700,PROPOSED,Method_intent
2010.05990,BELONGS_TO,Technology_artificial_intelligence
2110.07139,BELONGS_TO,Technology_natural_language_processing
1610.09893,BELONGS_TO,Technology_gpt
2302.14413,BELONGS_TO,Technology_natural_language_processing
2204.12421,BELONGS_TO,Technology_natural_language_processing
2306.14062,BELONGS_TO,Technology_artificial_intelligence
1805.02442,RESEARCH_ON,Task_text_classification
2303.05077,BELONGS_TO,Technology_natural_language_processing
2305.18156,BELONGS_TO,Technology_gpt
1809.04686,BELONGS_TO,Technology_artificial_intelligence
2309.08968,BELONGS_TO,Technology_wordnets
2309.08968,PROPOSED,Method_wordnets
2309.08968,RESEARCH_ON,Task_learning
Method_wordnets,USES,Technology_wordnets
Method_wordnets,EVALUATES,Task_learning
Technology_wordnets,BELONGS_TO,Task_learning
2402.03627,BELONGS_TO,Technology_natural_language_processing
2209.12687,BELONGS_TO,Technology_gpt
2106.12479,BELONGS_TO,Technology_internet
2402.19076,BELONGS_TO,Technology_natural_language_processing
2203.11364,BELONGS_TO,Technology_natural_language_processing
2112.09924,BELONGS_TO,Technology_wikipedia
2406.14877,BELONGS_TO,Technology_natural_language_processing
2012.07575,BELONGS_TO,Technology_bert
2209.01712,BELONGS_TO,Technology_bert
2412.10429,BELONGS_TO,Technology_artificial_intelligence
2001.11857,BELONGS_TO,Technology_natural_language_processing
2401.00579,BELONGS_TO,Technology_chatbots
2401.00579,PROPOSED,Method_chatbots
2410.20104,BELONGS_TO,Technology_natural_language_processing
2410.20104,PROPOSED,Method_natural_language_processing
2308.09070,BELONGS_TO,Technology_bert
2409.19813,BELONGS_TO,Technology_natural_language_processing
2410.13191,BELONGS_TO,Technology_artificial_intelligence
1512.07108,PROPOSED,Method_parsing
1709.06673,BELONGS_TO,Technology_natural_language_processing
1908.11302,BELONGS_TO,Technology_natural_language_processing
2310.01467,BELONGS_TO,Technology_natural_language_processing
2502.00046,PROPOSED,Method_question_answering
2502.00046,PROPOSED,Method_proving
Method_question_answering,IMPROVES,Method_proving
Method_proving,IMPROVES,Method_question_answering
2406.15673,PROPOSED,Method_speech_recognition
2406.03115,BELONGS_TO,Technology_gpt
1701.01565,BELONGS_TO,Technology_natural_language_processing
2008.13281,PROPOSED,Method_embedding
2303.06782,BELONGS_TO,Technology_validity
2404.10329,BELONGS_TO,Technology_large_language_models
2411.15586,BELONGS_TO,Technology_lstm
2411.15586,PROPOSED,Method_em_algorithm
Method_em_algorithm,USES,Technology_lstm
2408.16889,BELONGS_TO,Technology_gpt
2105.14444,BELONGS_TO,Technology_bert
2311.08620,BELONGS_TO,Technology_world_wide_web
2311.08620,PROPOSED,Method_world_wide_web
Method_world_wide_web,USES,Technology_world_wide_web
2303.18121,BELONGS_TO,Technology_transformer
2406.04136,BELONGS_TO,Technology_artificial_intelligence
2007.02033,PROPOSED,Method_linguistics
2309.04725,BELONGS_TO,Technology_natural_language_processing
1912.08777,BELONGS_TO,Technology_natural_language_processing
2305.01555,BELONGS_TO,Technology_gpt
2305.01555,PROPOSED,Method_gpt
Method_gpt,USES,Technology_gpt
2410.15576,BELONGS_TO,Technology_artificial_intelligence
2407.03545,BELONGS_TO,Technology_natural_language_processing
2407.03545,BELONGS_TO,Technology_artificial_intelligence
2402.14482,BELONGS_TO,Technology_synset
2402.14482,PROPOSED,Method_synset
Method_synset,USES,Technology_synset
2402.19155,BELONGS_TO,Technology_gpt
2402.19155,PROPOSED,Method_text_categorization
Method_text_categorization,USES,Technology_gpt
2403.19365,BELONGS_TO,Technology_natural_language_processing
