head,relation,tail
Method_Gumbel_LSTM,USES,Technology_Ordered_Neurons
Method_Gumbel_LSTM,USES,Technology_Gumbel_LSTM
Method_Gumbel_LSTM,USES,Technology_ON-LSTM
Method_Ordered_Neurons,USES,Technology_Ordered_Neurons
Method_Ordered_Neurons,USES,Technology_Gumbel_LSTM
Method_Ordered_Neurons,USES,Technology_ON-LSTM
Method_Word2Vec_to_GloVe,USES,Technology_Word2Vec
Method_natural_language_processing,USES,Technology_CodeSAM
Method_CodeSAM,USES,Technology_CodeSAM
Method_BOW,USES,Technology_blockchain
Method_BOW,USES,Technology_SVM
Method_BOW,USES,Technology_FastText
Method_BOW,USES,Technology_LSTM
Method_FastText,USES,Technology_blockchain
Method_FastText,USES,Technology_SVM
Method_FastText,USES,Technology_FastText
Method_FastText,USES,Technology_LSTM
Method_pre-training_methods_based_on_DNA_sequences,USES,Technology_NLP
Method_pre-training_methods_based_on_DNA_sequences,USES,Technology_RandomMask
Method_TX-Ray,USES,Technology_TX-Ray
Method_sentiment_analysis,USES,Technology_ELMoGAN
Method_PAI-Conv,USES,Technology_PAI-Conv
Method_random_point_sampling,USES,Technology_PAI-Conv
Method_weight_sharing,USES,Technology_WordNet
Method_optical-electronic-optical,USES,Technology_AI
Method_natural_language_processing,USES,Technology_OpenReview
Method_PSI-BLAST,USES,Technology_PSI-BLAST
Method_Byte-Pair_Encoding,USES,Technology_WordPiece
Method_WordPiece,USES,Technology_WordPiece
Method_Natural_Language_Processing,USES,Technology_CG-MER
Method_Natural_Language_Processing,USES,Technology_digital
Method_Multimodal_Structure-Aware_Quantum_Data_Processing,USES,Technology_MultiQ-NLP
Method_NLP,USES,Technology_EIGEN
Method_NLP,USES,Technology_Gemini_Pro
Method_Open_Coding_and_Natural_Language_Processing,USES,Technology_Natural_Language_Processing
Method_open_coding,USES,Technology_Natural_Language_Processing
Method_Making_Large_Language_Models_Better_Data_Creators,USES,Technology_NLP
Method_labeling_or_generating_data_using_LLMs,USES,Technology_NLP
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_Instruct_-_DeBERTa
Method_ATE,USES,Technology_Instruct_-_DeBERTa
Method_NLP-Based_Log_Embeddings,USES,Technology_ML
Method_Robust_mAsked_gRaph_autoEncoder,USES,Technology_MGAE
Method_Ta,USES,Technology_SortedNet
Method_Ta,USES,Technology_MobileNet
Method_Vision-Language_Pre-training_(VLP,USES,Technology_Vision_Transformer
Method_Vision-Language_Pre-training_(VLP,USES,Technology_BUS
Method_BUS,USES,Technology_Vision_Transformer
Method_BUS,USES,Technology_BUS
Method_e_Weighted_Key_Value,USES,Technology_Transformers
Method_transformer-based_models,USES,Technology_Dataset
Method_ML,USES,Technology_NLP
Method_ML,USES,Technology_ML
Method_ML,USES,Technology_Open_Science
Method_ML,USES,Technology_AI
Method_NLP,USES,Technology_ML
Method_NLP,USES,Technology_Open_Science
Method_NLP,USES,Technology_AI
Method_NLP,USES,Technology_Deep_Learning
Method_deep_learning-based_natural_language_processing,USES,Technology_Deep_Learning
Method_Segmented_Harmonic_Loss,USES,Technology_LLMs
Method_Segmented_Harmonic_Loss,USES,Technology_Segmented_Harmonic_Loss
Method_Keyword-Based_Membership_Inference_Attack,USES,Technology_Tag&Tab
Method_Tag&Tab,USES,Technology_Tag&Tab
Method_Tabbing,USES,Technology_Tag&Tab
Method_Tagging,USES,Technology_Tag&Tab
Method_accumulated_gradient_ranking,USES,Technology_TWP
Method_accumulated_gradient_ranking,USES,Technology_Trojan_Weights_Pruning
Method_Trojan_Weights_Pruning,USES,Technology_TWP
Method_Trojan_Weights_Pruning,USES,Technology_Trojan_Weights_Pruning
Method_TWP,USES,Technology_TWP
Method_TWP,USES,Technology_Trojan_Weights_Pruning
Method_AGR,USES,Technology_TWP
Method_AGR,USES,Technology_Trojan_Weights_Pruning
Method_Instruct_Me_More,USES,Technology_Instruct_Me_More
Method_Instruct_Me_More,USES,Technology_InMeMo
Method_AI,USES,Technology_ML
Method_AI,USES,Technology_TDA
Method_AI,USES,Technology_AI
Method_ML,USES,Technology_TDA
Method_optical_character_recognition,USES,Technology_PaddleOCR
Method_optical_character_recognition,USES,Technology_OnnxRuntime
Method_PaddleOCR,USES,Technology_PaddleOCR
Method_PaddleOCR,USES,Technology_OnnxRuntime
Method_BERT,USES,Technology_PaddleOCR
Method_BERT,USES,Technology_OnnxRuntime
Method_natural_language_processing,USES,Technology_PaddleOCR
Method_natural_language_processing,USES,Technology_OnnxRuntime
Method_density_functional_theory_(DFT)_and_molecular_dynamics_(MD,USES,Technology_Natural_Language_Processing
Method_density_functional_theory_(DFT)_and_molecular_dynamics_(MD,USES,Technology_Word2Vec-inspired
Method_neural_image_compression,USES,Technology_Kodak_and_Tecnick
Method_Modernized_Dual_Averaging,USES,Technology_Modernized_Dual_Averaging_(MDA
Method_Just-Train-Twice,USES,Technology_MTL
Method_Visual_Prompting_via_Image_Inpainting,USES,Technology_NLP
Method_Visual_Prompting_via_Image_Inpainting,USES,Technology_Arxiv
Method_AQAS,USES,Technology_sequence-length-aware_calibration
Method_AQAS,USES,Technology_activation-quantization-aware_scaling_(AQAS
Method_AQAS,USES,Technology_LLMs
Method_AQAS,USES,Technology_LLaMA
Method_AQAS,USES,Technology_OPT
Method_activation-quantization-aware_scaling,USES,Technology_sequence-length-aware_calibration
Method_activation-quantization-aware_scaling,USES,Technology_activation-quantization-aware_scaling_(AQAS
Method_activation-quantization-aware_scaling,USES,Technology_LLMs
Method_activation-quantization-aware_scaling,USES,Technology_LLaMA
Method_activation-quantization-aware_scaling,USES,Technology_OPT
Method_sequence-length-aware_calibration,USES,Technology_sequence-length-aware_calibration
Method_sequence-length-aware_calibration,USES,Technology_activation-quantization-aware_scaling_(AQAS
Method_sequence-length-aware_calibration,USES,Technology_LLMs
Method_sequence-length-aware_calibration,USES,Technology_LLaMA
Method_sequence-length-aware_calibration,USES,Technology_OPT
