head,relation,tail
2312.06499,PROPOSED,Method_Targeted_Concept_Erasure
1506.06418,PROPOSED,Method_encoding_extraction_rules_in_an_expressive_and_compositional_representation
2212.13456,PROPOSED,Method_topic-to-essay_generation
2301.10412,PROPOSED,Method_Backdoor_Sample_Detection_for_Language_Models_through_Model_Mutation_Testing
2301.10412,PROPOSED,Method_deep_model_mutation_testing
2409.16751,PROPOSED,Method_Direct_Schema_Linking_via_Question_Enrichment_in_Text-to-SQL
1812.02627,PROPOSED,Method_Relevant_Word_Order_Vectorization
1812.02627,PROPOSED,Method_ngrams
1812.02627,PROPOSED,Method_word2vec
2010.04260,PROPOSED,Method_machine_learning_classification_algorithms
2411.11350,PROPOSED,Method_Zero-Shot_Load_Forecasting_with_Large_Language_Models
2105.09394,PROPOSED,Method_Feature_Contrastive_Learning
1712.07199,PROPOSED,Method_word_embedding
2105.13792,PROPOSED,Method_Early_Exiting_with_Ensemble_Internal_Classifiers
2208.08408,PROPOSED,Method_F-score_on_medical_concepts
2304.12562,PROPOSED,Method_IR
1812.04238,PROPOSED,Method_Neural_Machine_Translation
1710.08963,PROPOSED,Method_Scaling_Text_with_the_Class_Affinity_Model
1907.09395,PROPOSED,Method_Information_Retrieval_and_Natural_Language_Processing
1302.6411,PROPOSED,Method_Stochastic_Context-Free_Grammars
1302.6411,PROPOSED,Method_Newton's_Method
1904.06707,PROPOSED,Method_Attentive_Mimicking
1904.06707,PROPOSED,Method_one-token_approximation
1808.05697,PROPOSED,Method_ther_by_Dropout
1808.05697,PROPOSED,Method_Bayes-by_Backprop
2303.13365,PROPOSED,Method_Deep_Learning
2303.13365,PROPOSED,Method_DL
2501.00598,PROPOSED,Method_syntactic_parses_and_LM_embeddings
2312.16240,PROPOSED,Method_Merging_Vision_Transformers_from_Different_Tasks_and_Domains
2402.07127,PROPOSED,"Method_video_feature_representation_learning_techniques,_object_affordance_understanding,_3D_hand/body_modeling"
2205.01818,PROPOSED,Method_i-Code
2405.03882,PROPOSED,Method_Trio-ViT
2309.11127,PROPOSED,Method_SSC
2309.11127,PROPOSED,Method_SCC
2309.11127,PROPOSED,Method_semantic_source_coding
2309.11127,PROPOSED,Method_SKD
2309.11127,PROPOSED,Method_semantic_knowledge_distillation
2309.11127,PROPOSED,Method_semantic_channel_coding
2310.05935,PROPOSED,Method_natural_language_processing
1604.01696,PROPOSED,Method_Story_Cloze_Test
2502.16767,PROPOSED,Method_lexical_and_semantic_search_techniques
2310.08573,PROPOSED,Method_Behavior_Distillation
2009.06054,PROPOSED,Method_linguistic_modelling
2406.04508,PROPOSED,Method_OCCAM
2008.01077,PROPOSED,Method_Self-Attention_Encoding_and_Pooling
2411.10503,PROPOSED,Method_audio-to-text
2411.10503,PROPOSED,Method_text-to-text
2411.10503,PROPOSED,Method_image-to-text
2411.10503,PROPOSED,Method_video-to-video
2411.10503,PROPOSED,Method_video-to-text
2208.06150,PROPOSED,Method_user_intent_detection
2208.06150,PROPOSED,Method_semantic_embedding_retrieval
2112.15278,PROPOSED,Method_data-free_knowledge_distillation
2110.00737,PROPOSED,Method_Machine_Learning
2212.04688,PROPOSED,Method_machine_learning_and_deep_learning
2201.06657,PROPOSED,Method_Machine_Learning
2201.06657,PROPOSED,Method_Natural_Language_Processing
2201.06657,PROPOSED,Method_Artificial_Intelligence
2201.06657,PROPOSED,Method_Natural_Language_processing
cmp-lg/9609003,PROPOSED,Method_manual
2412.18296,PROPOSED,Method_NLP-SL
2412.18296,PROPOSED,Method_traffic_signal_optimization
2412.18296,PROPOSED,Method_Signal-RL
2411.12319,PROPOSED,Method_machine_learning
2411.12319,PROPOSED,Method_CLIP
2012.07580,PROPOSED,Method_Modelling_General_Properties_of_Nouns_by_Selectively_Averaging_Contextualised_Embeddings
2407.20244,PROPOSED,Method_ATP_reasoning_strategies
2109.07022,PROPOSED,Method_mac
2109.07022,PROPOSED,Method_CAD
2303.02469,PROPOSED,Method_weighted_bag-of-sentences
1911.07223,PROPOSED,Method_NaiveBayes
1911.07223,PROPOSED,Method_Maximum_Entropy
1908.06148,PROPOSED,Method_FiFTy
2311.08472,PROPOSED,Method_Selecting_Shots_for_Demographic_Fairness_in_Few-Shot_Learning_with_Large_Language_Models
2110.14843,PROPOSED,Method_voice_dialog
2411.06805,PROPOSED,Method_Supervised_Fine-Tuning
2411.06805,PROPOSED,Method_Curriculum_Assistant_Learning_and_Reinforced_Preference_Optimization
2004.13310,PROPOSED,Method_PE
2305.06154,PROPOSED,Method_Self-Contrastive_Learning
2111.05412,PROPOSED,Method_MNet-Sim
2410.06667,PROPOSED,Method_IIP
2410.06667,PROPOSED,Method_Iterative_Instruction_Prompting
2108.11703,PROPOSED,Method_Backtranslation
2402.13647,PROPOSED,Method_Attention_Masking_with_Multi-way_Interactions
2201.01943,PROPOSED,Method_machine_learning
2103.12801,PROPOSED,Method_Constrained_Masked_Language_Modeling_Decompilation
2501.14936,PROPOSED,Method_Context-Aware_Neural_Gradient_Mapping
2108.04949,PROPOSED,Method_Transformers-based_Natural_Language_Processing_Models
2108.04949,PROPOSED,Method_NLP
2108.04949,PROPOSED,Method_Natural_language_processing
2008.05221,PROPOSED,Method_Pruning
2412.02897,PROPOSED,Method_Missing_Logic_Detector_by_Emotion_and_Action
2211.01553,PROPOSED,Method_Human-Teacher_and_Machine-Learner
2211.01553,PROPOSED,Method_Human-Machine_Collaborators
1207.3718,PROPOSED,Method_static_code_analysis_and_fingerprinting
2010.00532,PROPOSED,Method_persistent_homology
2410.13859,PROPOSED,Method_masked_routing_learning
2410.13859,PROPOSED,Method_$\gamma$-MoD
2204.12406,PROPOSED,Method_machine_learning
2103.14493,PROPOSED,"Method_QAT-based_method,_RCT"
2103.14493,PROPOSED,Method_RCT
2112.07191,PROPOSED,Method_CV
2210.09440,PROPOSED,Method_prompt_tuning
2310.07516,PROPOSED,Method_Scientific_Simulations
2311.17354,PROPOSED,Method_machine_learning
2312.12430,PROPOSED,Method_Broadcasting_Query_Encoder
2312.12430,PROPOSED,Method_cient_Title_Reranker
2312.12430,PROPOSED,Method_Sigmoid_Trick
2201.10890,PROPOSED,Method_summation
2201.10890,PROPOSED,Method_Top-K_Knowledge_Gathering
2201.10890,PROPOSED,Method_SVD-KG
2201.10890,PROPOSED,Method_Singular_Value_Decomposition_Knowledge_Gathering
2201.10890,PROPOSED,Method_averaging
2211.15566,PROPOSED,Method_Neuro-Symbolic_Spatio-Temporal_Reasoning
1812.10327,PROPOSED,Method_machine_learning
2411.01710,PROPOSED,Method_Spectrogram_Perturbation_for_Explainable_Speech-to-text_Generation
2411.01710,PROPOSED,Method_SPES
1910.14033,PROPOSED,Method_CPVs
2107.05592,PROPOSED,Method_natural_language_processing
2105.13491,PROPOSED,Method_natural_language_processing
1802.03238,PROPOSED,Method_machine_translation
1802.03238,PROPOSED,Method_text_summarization
2410.12879,PROPOSED,Method_jointly_trained_Hindi-Nepali_word_embeddings
2205.08891,PROPOSED,Method_NLP
2205.08891,PROPOSED,Method_Clinician-in-the-Loop
2205.08891,PROPOSED,Method_AutoML
1611.08737,PROPOSED,Method_Structural_correspondence_learning
1611.08737,PROPOSED,Method_Structural_Correspondence_Learning_for_Cross-lingual_Sentiment_Classification_with_One-to-many_Mappings
1611.08737,PROPOSED,Method_cross-lingual_sentiment_classification
cs/9609102,PROPOSED,Method_manual
2301.01620,PROPOSED,Method_Molecular_fingerprints
2010.07212,PROPOSED,Method_Geometry
2011.11712,PROPOSED,Method_Machine_Learning_and_Natural_Language_Processing_Techniques
2306.01249,PROPOSED,Method_ECGs
2306.01249,PROPOSED,Method_electrocardiograms
1905.06401,PROPOSED,Method_TK
1905.06401,PROPOSED,Method_RSA
2501.06371,PROPOSED,Method_COLOR
2402.06964,PROPOSED,Method_the_Transformer
2402.06964,PROPOSED,Method_Latent_Dirichlet_Allocation
2402.06964,PROPOSED,Method_Word2Vec
2401.16247,PROPOSED,Method_e_red_teaming
2311.06025,PROPOSED,Method_SFT
2307.16321,PROPOSED,Method_Markerless_motion_capture
2307.16321,PROPOSED,Method_MMC
2305.09441,PROPOSED,Method_MIP
2305.09441,PROPOSED,Method_nonlinear_programming
2305.09441,PROPOSED,Method_mixed-integer_programming
2010.04292,PROPOSED,Method_Python
2306.08302,PROPOSED,Method_Synergized_LLMs_+_KGs
2306.08302,PROPOSED,Method_LLM-augmented_KGs
2007.11604,PROPOSED,Method_machine_learning
2502.00586,PROPOSED,Method_ET
2501.19259,PROPOSED,Method_Neuro-LIFT
1909.08357,PROPOSED,Method_uLMo
2111.12158,PROPOSED,Method_ELMo
2111.12158,PROPOSED,Method_Word2Vec
2308.10120,PROPOSED,Method_Deep_Generative_Modeling-based_Data_Augmentation_with_Demonstration
2010.07835,PROPOSED,Method_fine-tuning
2003.11561,PROPOSED,Method_natural_language_processing
2003.11561,PROPOSED,Method_machine_learning
2208.14221,PROPOSED,Method_Mining_Method
2202.13229,PROPOSED,Method_negative_sampling_and_decoding_scaling_techniques
1903.10238,PROPOSED,Method_Noisy_Supervised_Lexicons
1805.10465,PROPOSED,Method_word_embedding
2106.04515,PROPOSED,Method_natural_language_processing
2106.04515,PROPOSED,Method_Latent_Dirichlet_Allocation
1912.13415,PROPOSED,Method_Pre-trained_Language_Models
2501.01329,PROPOSED,Method_automated_prompt_optimization
2111.14031,PROPOSED,Method_Gumbel_LSTM
2111.14031,PROPOSED,Method_Ordered_Neurons
2103.05132,PROPOSED,Method_Word2Vec_to_GloVe
2501.00777,PROPOSED,Method_LIME
2304.11350,PROPOSED,Method_Multilingual_Adversarial_Training_and_Lateral_Inhibition
1607.06556,PROPOSED,Method_Syntax-based_Attention_Model_for_Natural_Language_Inference
2411.14611,PROPOSED,Method_natural_language_processing
2411.14611,PROPOSED,Method_CodeSAM
1505.07599,PROPOSED,Method_POS_Tagging
2501.09777,PROPOSED,Method_BOW
2501.09777,PROPOSED,Method_FastText
2212.13074,PROPOSED,Method_data_analytics
2411.18148,PROPOSED,Method_computer_vision
2310.07644,PROPOSED,Method_pre-training_methods_based_on_DNA_sequences
2412.13881,PROPOSED,Method_TX-Ray
2309.11756,PROPOSED,Method_Bitfit
2106.15986,PROPOSED,Method_sentiment_analysis
2105.13957,PROPOSED,Method_natural_language_processing_or_sentiment_analysis
1912.05308,PROPOSED,Method_Unsupervised_Transfer_Learning_via_BERT_Neuron_Selection
2204.01494,PROPOSED,Method_Roborace
2005.13135,PROPOSED,Method_PAI-Conv
2005.13135,PROPOSED,Method_random_point_sampling
2108.09119,PROPOSED,Method_Semantic_Communication_with_Adaptive_Universal_Transformer
1702.02535,PROPOSED,Method_weight_sharing
2007.14983,PROPOSED,Method_deep_reinforcement_learning
2007.14983,PROPOSED,Method_adversarial_natural_language_processing
2201.07434,PROPOSED,Method_Interpreting_Arabic_Transformer_Models
2305.18169,PROPOSED,Method_Paraphrasing-Guided_Data_Augmentation_for_Contrastive_Prompt-Based_Few-Shot_Fine-Tuning
2305.18169,PROPOSED,Method_back_translation
1911.12579,PROPOSED,Method_web-scrappy
2501.16604,PROPOSED,Method_optical-electronic-optical
1810.09312,PROPOSED,Method_visualization_techniques
2402.17238,PROPOSED,Method_In-batch
2403.12393,PROPOSED,Method_Discriminate->Re-Compose->Re-_Solve->Re-Decompose
2211.06398,PROPOSED,Method_natural_language_processing
2308.08578,PROPOSED,Method_PSI-BLAST
2311.08620,PROPOSED,Method_Byte-Pair_Encoding
2311.08620,PROPOSED,Method_WordPiece
2501.08182,PROPOSED,Method_Natural_Language_Processing
2411.04242,PROPOSED,Method_Multimodal_Structure-Aware_Quantum_Data_Processing
2405.02664,PROPOSED,Method_NLP
2102.03300,PROPOSED,Method_Natural_Language_Processing
2201.12195,PROPOSED,Method_natural_language_processing
2401.02975,PROPOSED,Method_Open_Coding_and_Natural_Language_Processing
2401.02975,PROPOSED,Method_Natural_Language_Processing
2401.02975,PROPOSED,Method_open_coding
2310.20111,PROPOSED,Method_Making_Large_Language_Models_Better_Data_Creators
2310.20111,PROPOSED,Method_labeling_or_generating_data_using_LLMs
1609.08779,PROPOSED,Method_Natural_Language_Processing_and_Qualitative_Analysis
2408.13202,PROPOSED,Method_Bidirectional_Encoder_Representations_from_Transformers
2408.13202,PROPOSED,Method_ATE
2108.12276,PROPOSED,Method_NLP-Based_Log_Embeddings
2202.09381,PROPOSED,Method_AdversarialModification
2202.09381,PROPOSED,Method_AdversarialAddition
2304.01507,PROPOSED,Method_Robust_mAsked_gRaph_autoEncoder
2209.01061,PROPOSED,Method_Explanation_and_Label_Prediction;_and_(step_two)_Diverse_Evidence_Generation
2309.00255,PROPOSED,Method_Ta
2307.08504,PROPOSED,Method_Vision-Language_Pre-training_(VLP
2307.08504,PROPOSED,Method_BUS
2409.17774,PROPOSED,Method_Adversarial_Sensitivity
2501.00174,PROPOSED,Method_text_preprocessing_techniques
2404.10774,PROPOSED,Method_MiniCheck:_Efficient_Fact-Checking_of_LLMs_on_Grounding_Documents
2406.08218,PROPOSED,Method_Figuratively_Speaking:_Authorship_Attribution_via_Multi-Task_Figurative_Language_Modeling
2305.13048,PROPOSED,Method_e_Weighted_Key_Value
2102.00881,PROPOSED,Method_machine_translation
2210.07447,PROPOSED,Method_Multilingual_Word_Sense_Disambiguation_with_Unified_Sense_Representation
2406.05547,PROPOSED,Method_tokenization
2406.05547,PROPOSED,Method_grapheme-to-phoneme
2406.05547,PROPOSED,Method_DAU_language_modeling
2406.05547,PROPOSED,Method_grapheme-to-DAUs
2406.05547,PROPOSED,Method_unsupervised_speech_generation
2501.01230,PROPOSED,Method_Modeling_Multi-Task_Model_Merging_as_Adaptive_Projective_Gradient_Descent
2303.16039,PROPOSED,Method_byte_pair_encoding
2410.22180,PROPOSED,Method_transformer-based_models
2405.11464,PROPOSED,Method_Efficient_Prompt_Tuning_by_Multi-Space_Projection_and_Prompt_Fusion
2405.11464,PROPOSED,Method_Prompt_tuning
1511.06420,PROPOSED,Method_Skip-Thought_Vectors
2312.10702,PROPOSED,Method_Optimus_BERT_Compression_and_Explainability
2401.09685,PROPOSED,Method_ML
2401.09685,PROPOSED,Method_NLP
1412.8419,PROPOSED,Method_Simple_Image_Description_Generator_via_a_Linear_Phrase-Based_Approach
2405.03425,PROPOSED,Method_LoRA
2405.03425,PROPOSED,Method_SWAG
2405.03425,PROPOSED,Method_Low-Rank_Adaptation
2405.03425,PROPOSED,Method_Gaussian_Stochastic_Weight_Averaging
2410.13792,PROPOSED,Method_geometric_analysis
2205.12700,PROPOSED,Method_BITE
2210.12346,PROPOSED,Method_machine_learning
2203.08512,PROPOSED,Method_InstructionSpeak
2006.11527,PROPOSED,Method_Copy
1709.08850,PROPOSED,Method_mploying_uncertainty_guided_sampling
1908.04485,PROPOSED,Method_Deep_Learning
1908.04485,PROPOSED,Method_NLP
1908.04485,PROPOSED,Method_deep_learning-based_natural_language_processing
2310.04595,PROPOSED,Method_Segmented_Harmonic_Loss
2502.06924,PROPOSED,Method_enabling_SSMs_on_NPUs
2305.09550,PROPOSED,Method_data_perturbation_techniques
2305.09550,PROPOSED,Method_Life_of_PII
2501.08454,PROPOSED,Method_Keyword-Based_Membership_Inference_Attack
2501.08454,PROPOSED,Method_Tag&Tab
2501.08454,PROPOSED,Method_Tabbing
2501.08454,PROPOSED,Method_Tagging
2303.02242,PROPOSED,Method_accumulated_gradient_ranking
2303.02242,PROPOSED,Method_Trojan_Weights_Pruning
2303.02242,PROPOSED,Method_TWP
2303.02242,PROPOSED,Method_AGR
2311.03648,PROPOSED,Method_Instruct_Me_More
2102.05486,PROPOSED,Method_calibration
2006.06177,PROPOSED,Method_chest_X-ray
2006.06177,PROPOSED,Method_COVID-19-CT-CXR
2006.06177,PROPOSED,Method_computed_tomography_(CT)_scans
2006.06177,PROPOSED,Method_chest_X-rays
2006.06177,PROPOSED,Method_CXR
2006.06177,PROPOSED,Method_CT
2006.06177,PROPOSED,Method_ID-19_CXR
2210.04944,PROPOSED,Method_Low-dose_computed_tomography
2210.04944,PROPOSED,Method_LDCT
2204.01142,PROPOSED,Method_AI
2204.01142,PROPOSED,Method_ML
1905.11833,PROPOSED,Method_brain_imaging_recordings
2301.05099,PROPOSED,Method_optical_character_recognition
2301.05099,PROPOSED,Method_PaddleOCR
2301.05099,PROPOSED,Method_BERT
2301.05099,PROPOSED,Method_natural_language_processing
2010.03957,PROPOSED,Method_embeddings
2009.12812,PROPOSED,Method_knowledge_distillation_technique
2502.09150,PROPOSED,Method_network_inversion-based_reconstruction_techniques
2311.09508,PROPOSED,Method_density_functional_theory_(DFT)_and_molecular_dynamics_(MD
2306.05704,PROPOSED,Method_neural_image_compression
2401.05467,PROPOSED,"Method_auto-correction,_correction_using_human_feedback_and_filtering"
2409.12393,PROPOSED,Method_equation-only_format
2308.04457,PROPOSED,Method_physics-informed_machine_learning
2010.10502,PROPOSED,Method_Modernized_Dual_Averaging
2312.03151,PROPOSED,Method_Just-Train-Twice
2408.11432,PROPOSED,Method_e_video_identifier_encoding_and_query-identifier_augmentation
2311.04661,PROPOSED,Method_Massive_Editing_for_Large_Language_Models_via_Meta_Learning
2311.04661,PROPOSED,Method_closed_book_fact-checking_and_question_answering
2209.00647,PROPOSED,Method_Visual_Prompting_via_Image_Inpainting
2311.05161,PROPOSED,Method_AQAS
2311.05161,PROPOSED,Method_activation-quantization-aware_scaling
2311.05161,PROPOSED,Method_sequence-length-aware_calibration
