id,type,name,time
Technology_neural_networks,Technology,"Artificial Neural Networks, Convolution Neural Networks, Convolutional Neural Networks, Deep Neural Networks, Generative Adversarial Networks, Graph Neural Networks, Hypernetworks, Neural Networks, Pointer Networks, Recurrent Neural Networks, deep neural networks",2021
Technology_nlp,Technology,"EBM-NLP, LexNLP, ML-NLP, N-LTP, NLP-ML, NLP4All, OpenNLP, TEL-NLP, h-NLP",2024
Technology_ontologies,Technology,OntoNotes,2019
Technology_ontology,Technology,Ontology,2010
Technology_parsing,Technology,"Ising, Pareto Testing, SparseIDS",2015
Technology_privacy,Technology,"PIC, SpaCy, Spacy, spaCy",2024
Technology_proving,Technology,"Poinc, PreConfig, Turing",2024
Technology_reinforcement_learning,Technology,"Deep Reinforcement Learning, Graph Representation Learning, In-context Learni, Reinforcement Learning, Reinforcement Learning from Human Feedback",2024
Technology_remodularization,Technology,Sparse Regularization,2023
Technology_requirement_analysis,Technology,representational simil,2020
Technology_requirements_engineering,Technology,Prompt Engineering,2023
Technology_robot,Technology,"GOBO, ProtoTEx, RQBoost, ReWOO",2020
Technology_search_engine_architecture,Technology,"Search Engines, deep learning architectures",2023
Technology_semantic_analysis,Technology,"Latent Semantic Analysis, Probabilistic Latent Semantic Analysis, semantic parsing",2025
Technology_semantic_web,Technology,"Semantic Folding, Semantic Web",2015
Technology_semantics,Technology,"MACS, SemAIM, Sent-Debias",2024
Technology_sentiment_analysis,Technology,sentiment analysis tools,2024
Technology_simulation,Technology,MultiTok,2024
Technology_social_media,Technology,Social-AI,2024
Technology_social_network_analysis,Technology,Principal Component Analysis,2018
Technology_social_networks,Technology,"Graph Convolutional Networks, LSTM Networks, Prototypical Network",2024
Technology_software_metrics,Technology,Software Engineering,2020
Technology_spatial_language,Technology,adaptive language,2016
Technology_speech_recognition,Technology,"Automatic Speech Recognition, Optical Character Recognition, automatic speech recognition",2018
Technology_sponsored_search,Technology,Monte Carlo Tree Search,2023
Technology_statistical_analysis,Technology,"Statistical, Statistics",2023
Technology_support_vector_machines,Technology,"Support Vector Mach, Support Vector Machine, Support Vector Machines",2024
Technology_synset,Technology,"CSST, CapsNet, ExSSNeT, KNET, QuesNet, ResNet, SNNs, SpanSeq, SyGNS, SynSetExpan, Synapse",2023
Technology_text_analysis,Technology,Error Analysis,2023
Technology_text_classification,Technology,Text Classification,2023
Technology_text_mining,Technology,"TextFlint, Text Mining, stemming",2023
Technology_transformer,Technology,"AlgoFormer, AxFormer, Brainformer, CNN-Transformer, CrisisTransformers, DenseFormer, FasterTransformer, Graph2Graph Transformer, Graph Transformer, Graph Transformers, Image Transformers, Linformer, MASFormer, MutFormer, NxMTransformer, SELFormer, Sentence Transformers, Star-Transformer, SubFormer, TegFormer, TensorLayer, Tokenphormer, Trans-Encoder, TransforMesh, Transformer, Transformer-CNN, Transformer-Patcher, Transformer-XL, Transformer-based, Transformer-based LLMs, Transformer Encoder, Transformers, Transformers and LLMs, VertiFormer, Vision Transformer, Vision Transformers, Visual Transformers, X-Former, transform",2024
Technology_twitter,Technology,"Tkinter, TwinBERT, Twitter, Twitter API, twitter",2024
Technology_uml,Technology,"AutoML, UMD",2022
Technology_umls,Technology,"M2Lens, MLLMs, MLMs, MLOps, MVLMs, UMLS, mPLMs",2021
Technology_unstructured_data,Technology,"InstructDial, StructuralLM",2022
Technology_ux,Technology,Unix,2023
Technology_validity,Technology,"AidUI, ViTALiTy",2023
Technology_virtual_environments,Technology,"Virtual Reality, Visual Genome",2024
Technology_visual_analysis,Technology,Visual Analytics,2022
Technology_vrml,Technology,"AIvril, RFML, RL, VL, VR",2024
Technology_web_intelligence,Technology,Web of Science,2020
Technology_web_mining,Technology,Gemini,2024
Technology_wikipedia,Technology,"WikiBio, WikiRevHist, Wikimedia, Wikipedia",2021
Technology_word_vectors,Technology,"Word2Vec, Word2vec, word2vec",2021
Technology_wordnets,Technology,"ConvNets, ResNets, SortedNet, Word-in-Context, WordNet",2020
Technology_world_wide_web,Technology,WordPiece,2023
Technology_xml,Technology,"MDL, MLM, MLP, MTL, MoL, QML, XMD, XML",2023
Technology_xml_processing,Technology,"Image Processing, ProcessGPT",2023
