head,relation,tail
Method_NLP_methods_with_more_traditional_features_like_linked_views_and_in-text_highlighting,USES,Technology_NLP
Method_NLP_methods_with_more_traditional_features_like_linked_views_and_in-text_highlighting,IMPROVES,Method_text_simplification_techniques_from_natural_language_processing
2406.08680,BELONGS_TO,Technology_NLP
2109.08588,RESEARCH_ON,Task_Sarcasm_detection
1707.08551,BELONGS_TO,Technology_Python
1707.08551,BELONGS_TO,Technology_TensorLayer
1707.08551,PROPOSED,Method_Python
Method_Python,USES,Technology_TensorLayer
2502.02539,BELONGS_TO,Technology_GenAI
2107.02104,BELONGS_TO,Technology_NLP
2107.02104,PROPOSED,Method_chest_radiographs
2107.02104,PROPOSED,Method_Chest_radiographs
2107.02104,RESEARCH_ON,Task_surrogate_report_classification
Method_chest_radiographs,USES,Technology_NLP
Method_chest_radiographs,IMPROVES,Method_Chest_radiographs
Method_chest_radiographs,EVALUATES,Task_surrogate_report_classification
Method_Chest_radiographs,USES,Technology_NLP
Method_Chest_radiographs,IMPROVES,Method_chest_radiographs
Method_Chest_radiographs,EVALUATES,Task_surrogate_report_classification
Technology_NLP,BELONGS_TO,Task_surrogate_report_classification
2009.12812,PROPOSED,Method_knowledge_distillation_technique
2212.06933,BELONGS_TO,Technology_ChatGPT
2212.06933,BELONGS_TO,Technology_Claude
2402.02088,BELONGS_TO,Technology_Differentiable_Center_Learning
2402.02088,PROPOSED,Method_Differentiable_Center_Learning
Method_Differentiable_Center_Learning,USES,Technology_Differentiable_Center_Learning
1709.00155,PROPOSED,Method_BLE
1805.08090,PROPOSED,Method_deep_learning
2207.08141,BELONGS_TO,Technology_rge
2406.16772,BELONGS_TO,Technology_AI
2406.16772,RESEARCH_ON,Task_OlympicArena_Medal_Ranks
Technology_AI,BELONGS_TO,Task_OlympicArena_Medal_Ranks
2205.12506,PROPOSED,"Method_fine-tuning_the_full_model,_the_model_head,_and_adapter"
2304.02716,RESEARCH_ON,Task_Dynamic_Optimization_and_Optimal_Control_of_Hydrogen_Blending_Operations_in_Natural_Gas_Networks
2406.10974,BELONGS_TO,Technology_AI_&_Law
2412.09203,BELONGS_TO,Technology_CleanComedy
2406.00984,BELONGS_TO,Technology_BioConceptVec
2212.00301,BELONGS_TO,Technology_Parallel-TE
2212.00301,PROPOSED,Method_pairwise_TE
2212.00301,PROPOSED,"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA"
2212.00301,PROPOSED,Method_Parallel-TE
2212.00301,RESEARCH_ON,Task_intent_detection
Method_pairwise_TE,USES,Technology_Parallel-TE
Method_pairwise_TE,IMPROVES,"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA"
Method_pairwise_TE,IMPROVES,Method_Parallel-TE
Method_pairwise_TE,EVALUATES,Task_intent_detection
"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA",USES,Technology_Parallel-TE
"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA",IMPROVES,Method_pairwise_TE
"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA",IMPROVES,Method_Parallel-TE
"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA",EVALUATES,Task_intent_detection
Method_Parallel-TE,USES,Technology_Parallel-TE
Method_Parallel-TE,IMPROVES,Method_pairwise_TE
Method_Parallel-TE,IMPROVES,"Method_ultra-fine_entity_typing,_intent_detection_and_multi-choice_QA"
Method_Parallel-TE,EVALUATES,Task_intent_detection
Technology_Parallel-TE,BELONGS_TO,Task_intent_detection
2207.03380,BELONGS_TO,Technology_NLMs
2110.12645,PROPOSED,Method_MDS
2110.12645,RESEARCH_ON,Task_MDS
Method_MDS,EVALUATES,Task_MDS
2206.08264,BELONGS_TO,Technology_AI
2311.17218,BELONGS_TO,Technology_BIM
2311.17218,PROPOSED,Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
2311.17218,PROPOSED,Method_MIM
2311.17218,PROPOSED,Method_MLM
2311.17218,PROPOSED,Method_roposed_BIM
2311.17218,PROPOSED,Method_BIM
2311.17218,RESEARCH_ON,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling,USES,Technology_BIM
Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling,IMPROVES,Method_MIM
Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling,IMPROVES,Method_MLM
Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling,IMPROVES,Method_roposed_BIM
Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling,IMPROVES,Method_BIM
Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling,EVALUATES,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_MIM,USES,Technology_BIM
Method_MIM,IMPROVES,Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_MIM,IMPROVES,Method_MLM
Method_MIM,IMPROVES,Method_roposed_BIM
Method_MIM,IMPROVES,Method_BIM
Method_MIM,EVALUATES,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_MLM,USES,Technology_BIM
Method_MLM,IMPROVES,Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_MLM,IMPROVES,Method_MIM
Method_MLM,IMPROVES,Method_roposed_BIM
Method_MLM,IMPROVES,Method_BIM
Method_MLM,EVALUATES,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_roposed_BIM,USES,Technology_BIM
Method_roposed_BIM,IMPROVES,Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_roposed_BIM,IMPROVES,Method_MIM
Method_roposed_BIM,IMPROVES,Method_MLM
Method_roposed_BIM,IMPROVES,Method_BIM
Method_roposed_BIM,EVALUATES,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_BIM,USES,Technology_BIM
Method_BIM,IMPROVES,Method_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Method_BIM,IMPROVES,Method_MIM
Method_BIM,IMPROVES,Method_MLM
Method_BIM,IMPROVES,Method_roposed_BIM
Method_BIM,EVALUATES,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
Technology_BIM,BELONGS_TO,Task_Block-Wise_Self-Supervised_Learning_with_Masked_Image_Modeling
1912.07840,BELONGS_TO,Technology_NLP
2311.15402,PROPOSED,Method_Learning_Section_Weights
2311.15402,RESEARCH_ON,Task_Learning_Section_Weights
Method_Learning_Section_Weights,EVALUATES,Task_Learning_Section_Weights
2306.04920,BELONGS_TO,Technology_ML
2306.04920,BELONGS_TO,Technology_Natural_Language_Processing
2306.04920,BELONGS_TO,Technology_Bidirectional_Encoder_Representations_from_Transformers
2306.04920,PROPOSED,Method_Bidirectional_Encoder_Representations_from_Transformers
2306.04920,PROPOSED,Method_Natural_Language_Processing
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_ML
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_Natural_Language_Processing
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_Bidirectional_Encoder_Representations_from_Transformers
Method_Bidirectional_Encoder_Representations_from_Transformers,IMPROVES,Method_Natural_Language_Processing
Method_Natural_Language_Processing,USES,Technology_Bidirectional_Encoder_Representations_from_Transformers
Method_Natural_Language_Processing,IMPROVES,Method_Bidirectional_Encoder_Representations_from_Transformers
2412.06009,BELONGS_TO,Technology_BGE
2412.06009,BELONGS_TO,Technology_Mpnet
2412.06009,BELONGS_TO,Technology_CDE
2412.06009,BELONGS_TO,Technology_LeSeR
2412.06009,PROPOSED,Method_LeSeR
Method_LeSeR,USES,Technology_BGE
Method_LeSeR,USES,Technology_Mpnet
Method_LeSeR,USES,Technology_CDE
Method_LeSeR,USES,Technology_LeSeR
2106.03181,BELONGS_TO,Technology_NLP
2107.02472,BELONGS_TO,Technology_ICT
2104.04840,BELONGS_TO,Technology_NLP
2104.04840,PROPOSED,Method_machine_translation
2103.00287,PROPOSED,Method_Information_Extraction
2401.00897,PROPOSED,Method_masked_modeling
2401.00897,RESEARCH_ON,Task_Masked_Modeling_for_Self-supervised_Representation
Method_masked_modeling,EVALUATES,Task_Masked_Modeling_for_Self-supervised_Representation
1806.05219,RESEARCH_ON,Task_account
2204.03498,BELONGS_TO,Technology_APIs
2204.03498,PROPOSED,Method_oder-decoder
Method_oder-decoder,USES,Technology_APIs
2409.13359,RESEARCH_ON,Task_Intention_Recognition
2409.13359,RESEARCH_ON,Task_Key_Event_Recognition
2305.14169,BELONGS_TO,Technology_AI
2305.14169,BELONGS_TO,Technology_sily-Customized_Annotation_System_Powered_by_Efficiency_Enhancement_Mechanisms
2311.00884,BELONGS_TO,Technology_electro-thermal
2401.03175,BELONGS_TO,Technology_Deep_Learning
2401.03175,PROPOSED,Method_Machine_translation
2401.03175,PROPOSED,Method_Language_modeling
2401.03175,RESEARCH_ON,Task_Part-of-Speech_Tagger
2401.03175,RESEARCH_ON,Task_POS_tagging
Method_Machine_translation,USES,Technology_Deep_Learning
Method_Machine_translation,IMPROVES,Method_Language_modeling
Method_Machine_translation,EVALUATES,Task_Part-of-Speech_Tagger
Method_Machine_translation,EVALUATES,Task_POS_tagging
Method_Language_modeling,USES,Technology_Deep_Learning
Method_Language_modeling,IMPROVES,Method_Machine_translation
Method_Language_modeling,EVALUATES,Task_Part-of-Speech_Tagger
Method_Language_modeling,EVALUATES,Task_POS_tagging
Technology_Deep_Learning,BELONGS_TO,Task_Part-of-Speech_Tagger
Technology_Deep_Learning,BELONGS_TO,Task_POS_tagging
2109.06105,RESEARCH_ON,Task_NeuTral_Rewriter:_A_Rule-Based_and_Neural_Approach_to_Automatic_Rewriting_into_Gender-Neutral_Alternatives
2012.14544,PROPOSED,Method_Visual_Probing_and_Correction_of_Object_Recognition_Models
2106.12871,BELONGS_TO,Technology_DCoM
2501.00049,BELONGS_TO,Technology_AI
2307.07262,RESEARCH_ON,Task_GLUE_Benchmark
2412.15077,PROPOSED,Method_LC
2412.15077,RESEARCH_ON,Task_natural_language_processing
2412.15077,RESEARCH_ON,Task_image_classification
Method_LC,EVALUATES,Task_natural_language_processing
Method_LC,EVALUATES,Task_image_classification
2312.02296,BELONGS_TO,Technology_LLMs
2312.02296,PROPOSED,Method_LLMs
2012.03755,BELONGS_TO,Technology_Noisy_Intermediate-Scale_Quantum
2012.03755,BELONGS_TO,Technology_AI
1609.04289,PROPOSED,Method_automated_variational_inference_method
2205.02014,PROPOSED,Method_CMR
2309.11756,PROPOSED,Method_Bitfit
2404.00225,BELONGS_TO,Technology_Artificial_Intelligence
2110.05877,BELONGS_TO,Technology_AI
1805.05670,BELONGS_TO,Technology_RDBMS
2405.18542,BELONGS_TO,Technology_Machine_Learning
2211.05610,BELONGS_TO,Technology_NLP
2309.13061,PROPOSED,Method_Graph-based_visualizations
2305.00182,BELONGS_TO,Technology_Natural_Language_Processing
2205.02892,PROPOSED,Method_network_analysis
2205.02892,PROPOSED,Method_natural_language_processing
Method_network_analysis,IMPROVES,Method_natural_language_processing
Method_natural_language_processing,IMPROVES,Method_network_analysis
2406.11924,BELONGS_TO,Technology_Natural_Language_Processing
2406.11924,BELONGS_TO,Technology_Machine_Learning
2406.11924,PROPOSED,Method_Machine_Learning
2406.11924,PROPOSED,Method_Natural_Language_Processing
1912.10375,BELONGS_TO,Technology_NLP
1912.10375,PROPOSED,Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
1912.10375,PROPOSED,Method_question_answering
1912.10375,PROPOSED,Method_sentiment_analysis
1912.10375,RESEARCH_ON,Task_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
1912.10375,RESEARCH_ON,Task_sentiment_analysis
1912.10375,RESEARCH_ON,Task_question_answering
Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack,USES,Technology_NLP
Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack,IMPROVES,Method_question_answering
Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack,IMPROVES,Method_sentiment_analysis
Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack,EVALUATES,Task_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack,EVALUATES,Task_sentiment_analysis
Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack,EVALUATES,Task_question_answering
Method_question_answering,IMPROVES,Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
Method_question_answering,IMPROVES,Method_sentiment_analysis
Method_question_answering,EVALUATES,Task_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
Method_question_answering,EVALUATES,Task_sentiment_analysis
Method_sentiment_analysis,USES,Technology_NLP
Method_sentiment_analysis,IMPROVES,Method_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
Method_sentiment_analysis,IMPROVES,Method_question_answering
Method_sentiment_analysis,EVALUATES,Task_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
Method_sentiment_analysis,EVALUATES,Task_sentiment_analysis
Method_sentiment_analysis,EVALUATES,Task_question_answering
Technology_NLP,BELONGS_TO,Task_Tree-Autoencoder_Constrained_Adversarial_Text_Generation_for_Targeted_Attack
Technology_NLP,BELONGS_TO,Task_sentiment_analysis
2103.09050,PROPOSED,Method_machine_learning
2103.09050,PROPOSED,Method_natural_language_processing
2410.12852,BELONGS_TO,Technology_NLP
1903.02671,RESEARCH_ON,Task_Creation_and_Evaluation_of_Datasets_for_Distributional_Semantics
2109.04604,BELONGS_TO,Technology_TS
2109.04604,RESEARCH_ON,Task_TACRED
Technology_TS,BELONGS_TO,Task_TACRED
2209.06178,PROPOSED,Method_Manual_coding_of_text_data_from_open-ended_questions_into_different_categories_is_time_consuming_and_expensive._Automated_coding_uses_statistical/machine_learning
2305.11999,BELONGS_TO,Technology_AI
2305.11999,BELONGS_TO,Technology_MPify
2305.11999,RESEARCH_ON,Task_Advising_OpenMP_Parallelization_via_a_Graph-Based_Approach_with_Transformers
Technology_AI,BELONGS_TO,Task_Advising_OpenMP_Parallelization_via_a_Graph-Based_Approach_with_Transformers
Technology_MPify,BELONGS_TO,Task_Advising_OpenMP_Parallelization_via_a_Graph-Based_Approach_with_Transformers
2310.05553,BELONGS_TO,Technology_AI
1808.09772,BELONGS_TO,Technology_Deep_Learning
2310.00796,PROPOSED,Method_Injecting_a_Structural_Inductive_Bias_into_a_Seq2Seq_Model_by_Simulation
2107.10652,BELONGS_TO,Technology_DL
2107.10652,BELONGS_TO,Technology_NLP
2107.10652,PROPOSED,Method_Deep_Learning
2107.10652,PROPOSED,Method_rning
Method_Deep_Learning,USES,Technology_DL
Method_Deep_Learning,USES,Technology_NLP
Method_Deep_Learning,IMPROVES,Method_rning
Method_rning,USES,Technology_DL
Method_rning,USES,Technology_NLP
Method_rning,IMPROVES,Method_Deep_Learning
1805.09906,PROPOSED,Method_textual_network_embedding
1805.09906,PROPOSED,Method_DMTE
1805.09906,RESEARCH_ON,Task_vertex-classification
1805.09906,RESEARCH_ON,Task_link-prediction
Method_textual_network_embedding,IMPROVES,Method_DMTE
Method_textual_network_embedding,EVALUATES,Task_vertex-classification
Method_textual_network_embedding,EVALUATES,Task_link-prediction
Method_DMTE,IMPROVES,Method_textual_network_embedding
Method_DMTE,EVALUATES,Task_vertex-classification
Method_DMTE,EVALUATES,Task_link-prediction
2405.03425,PROPOSED,Method_LoRA
2405.03425,PROPOSED,Method_Gaussian_Stochastic_Weight_Averaging
2405.03425,PROPOSED,Method_Low-Rank_Adaptation
2405.03425,PROPOSED,Method_SWAG
Method_LoRA,IMPROVES,Method_Gaussian_Stochastic_Weight_Averaging
Method_LoRA,IMPROVES,Method_Low-Rank_Adaptation
Method_LoRA,IMPROVES,Method_SWAG
Method_Gaussian_Stochastic_Weight_Averaging,IMPROVES,Method_LoRA
Method_Gaussian_Stochastic_Weight_Averaging,IMPROVES,Method_Low-Rank_Adaptation
Method_Gaussian_Stochastic_Weight_Averaging,IMPROVES,Method_SWAG
Method_Low-Rank_Adaptation,IMPROVES,Method_LoRA
Method_Low-Rank_Adaptation,IMPROVES,Method_Gaussian_Stochastic_Weight_Averaging
Method_Low-Rank_Adaptation,IMPROVES,Method_SWAG
Method_SWAG,IMPROVES,Method_LoRA
Method_SWAG,IMPROVES,Method_Gaussian_Stochastic_Weight_Averaging
Method_SWAG,IMPROVES,Method_Low-Rank_Adaptation
2309.06580,BELONGS_TO,Technology_BERT
2309.06580,PROPOSED,Method_EEG
2309.06580,PROPOSED,Method_word-EEG
Method_EEG,USES,Technology_BERT
Method_EEG,IMPROVES,Method_word-EEG
Method_word-EEG,USES,Technology_BERT
Method_word-EEG,IMPROVES,Method_EEG
2501.10024,PROPOSED,Method_Automatic_Speech_Recognition_for_Sanskrit_with_Transfer_Learning
2501.10024,RESEARCH_ON,Task_Automatic_Speech_Recognition_for_Sanskrit_with_Transfer_Learning
Method_Automatic_Speech_Recognition_for_Sanskrit_with_Transfer_Learning,EVALUATES,Task_Automatic_Speech_Recognition_for_Sanskrit_with_Transfer_Learning
2012.02098,BELONGS_TO,Technology_natural_language_processing_(NLP)_algorithms
2012.02098,PROPOSED,Method_natural_language_processing_(NLP)_algorithms
Method_natural_language_processing_(NLP)_algorithms,USES,Technology_natural_language_processing_(NLP)_algorithms
1910.12956,RESEARCH_ON,Task_Cross-Domain_Ambiguity_Detection
2209.03851,BELONGS_TO,Technology_RoBERTa
2304.06136,BELONGS_TO,Technology_AGI
2201.03287,PROPOSED,Method_Online_Customer_Reviews
2210.03092,BELONGS_TO,Technology_WS
2210.03092,PROPOSED,Method_WS
Method_WS,USES,Technology_WS
2106.11054,BELONGS_TO,Technology_AI
2102.03882,BELONGS_TO,Technology_LSTM
2412.16442,RESEARCH_ON,Task_feature_ranking_and_classification
2404.06367,BELONGS_TO,Technology_SNOMED-CT
2404.06367,BELONGS_TO,Technology_UMLS
2404.06367,BELONGS_TO,Technology_ClinLinker
2404.06367,PROPOSED,Method_UMLS
2404.06367,PROPOSED,Method_SNOMED-CT
Method_UMLS,USES,Technology_SNOMED-CT
Method_UMLS,USES,Technology_UMLS
Method_UMLS,USES,Technology_ClinLinker
Method_UMLS,IMPROVES,Method_SNOMED-CT
Method_SNOMED-CT,USES,Technology_SNOMED-CT
Method_SNOMED-CT,USES,Technology_UMLS
Method_SNOMED-CT,USES,Technology_ClinLinker
Method_SNOMED-CT,IMPROVES,Method_UMLS
2107.11652,RESEARCH_ON,Task_Stress_Test_Evaluation_of_Biomedical_Word_Embeddings
2107.11652,RESEARCH_ON,Task_entity_recognition
2011.03203,BELONGS_TO,Technology_NLP
2404.04963,BELONGS_TO,Technology_AI
2202.05170,PROPOSED,Method_EEG
2202.05170,PROPOSED,Method_electroencephalogram
2202.05170,PROPOSED,Method_STEW
Method_EEG,IMPROVES,Method_electroencephalogram
Method_EEG,IMPROVES,Method_STEW
Method_electroencephalogram,IMPROVES,Method_EEG
Method_electroencephalogram,IMPROVES,Method_STEW
Method_STEW,IMPROVES,Method_EEG
Method_STEW,IMPROVES,Method_electroencephalogram
2406.04528,BELONGS_TO,Technology_Python
2406.04528,RESEARCH_ON,Task_entity_recognition
Technology_Python,BELONGS_TO,Task_entity_recognition
2106.04753,BELONGS_TO,Technology_Influence_Function
2106.04753,PROPOSED,Method_Influence_Function
2106.04753,PROPOSED,Method_TracIn
Method_Influence_Function,USES,Technology_Influence_Function
Method_Influence_Function,IMPROVES,Method_TracIn
Method_TracIn,USES,Technology_Influence_Function
Method_TracIn,IMPROVES,Method_Influence_Function
2307.16630,BELONGS_TO,Technology_Text-CRS
2307.16630,PROPOSED,Method_Text-CRS
2307.16630,RESEARCH_ON,Task_Text-CRS
Method_Text-CRS,USES,Technology_Text-CRS
Method_Text-CRS,EVALUATES,Task_Text-CRS
Technology_Text-CRS,BELONGS_TO,Task_Text-CRS
2106.07898,BELONGS_TO,Technology_computer_vision
2106.07898,PROPOSED,Method_computer_vision
2106.15497,BELONGS_TO,Technology_Ethereum
0806.0923,BELONGS_TO,Technology_NLP
2502.10202,PROPOSED,Method_Model_compression_techniques_such_as_quantization
1511.08198,BELONGS_TO,Technology_NLP
1511.08198,RESEARCH_ON,"Task_sentence_similarity,_entailment,_and_sentiment_classification"
Technology_NLP,BELONGS_TO,"Task_sentence_similarity,_entailment,_and_sentiment_classification"
2103.03901,PROPOSED,Method_Fast_On-Device_Adaptation_for_Spiking_Neural_Networks_via_Online-Within-Online_Meta-Learning
1603.07980,BELONGS_TO,Technology_QBoost
1603.07980,BELONGS_TO,Technology_RQBoost
1904.01655,BELONGS_TO,Technology_NLP
2312.00909,PROPOSED,Method_Theme-Aware_Keyword_Extraction
2312.00909,RESEARCH_ON,Task_Theme-Aware_Keyword_Extraction
Method_Theme-Aware_Keyword_Extraction,EVALUATES,Task_Theme-Aware_Keyword_Extraction
2404.13099,BELONGS_TO,Technology_Mathify
2404.13099,BELONGS_TO,Technology_MAmmoTH-13B
2306.00014,BELONGS_TO,Technology_NLP
2306.00014,BELONGS_TO,Technology_PreQuant
2211.11875,BELONGS_TO,Technology_ConCoRD
2211.11875,PROPOSED,Method_Relation_Detection
2211.11875,PROPOSED,Method_ConCoRD
2211.11875,RESEARCH_ON,Task_lation_Detection
Method_Relation_Detection,USES,Technology_ConCoRD
Method_Relation_Detection,IMPROVES,Method_ConCoRD
Method_Relation_Detection,EVALUATES,Task_lation_Detection
Method_ConCoRD,USES,Technology_ConCoRD
Method_ConCoRD,IMPROVES,Method_Relation_Detection
Method_ConCoRD,EVALUATES,Task_lation_Detection
Technology_ConCoRD,BELONGS_TO,Task_lation_Detection
2403.16209,BELONGS_TO,Technology_Computer_Vision
2403.16209,BELONGS_TO,Technology_CV
2502.00857,BELONGS_TO,Technology_Python
2502.00857,PROPOSED,Method_Python
2304.11276,BELONGS_TO,Technology_AI
1908.07125,BELONGS_TO,Technology_SNLI
1908.07125,RESEARCH_ON,Task_SQuAD
Technology_SNLI,BELONGS_TO,Task_SQuAD
2108.07638,PROPOSED,Method_Emotion_Recognition
2108.07638,RESEARCH_ON,Task_Sentiment_Analysis
Method_Emotion_Recognition,EVALUATES,Task_Sentiment_Analysis
2210.04088,PROPOSED,Method_Collaborative_Domain_Blocking
2210.04088,RESEARCH_ON,Task_Collaborative_Domain_Blocking
Method_Collaborative_Domain_Blocking,EVALUATES,Task_Collaborative_Domain_Blocking
2207.11917,BELONGS_TO,Technology_BMF
2410.13110,PROPOSED,Method_software_refactoring
2410.13110,PROPOSED,Method_fault
Method_software_refactoring,IMPROVES,Method_fault
Method_fault,IMPROVES,Method_software_refactoring
2406.08520,PROPOSED,Method_Automated_Question_Generation_for_Science_Tests_in_Arabic_Language_Using_NLP_Techniques
2109.00239,PROPOSED,Method_RL
1707.06320,BELONGS_TO,Technology_NLP
2101.09294,BELONGS_TO,Technology_AI
2502.11559,PROPOSED,Method_fine-tuning
2112.07605,BELONGS_TO,Technology_NLP
1609.08409,RESEARCH_ON,Task_negation_detection
1609.08409,RESEARCH_ON,Task_NER
2108.12960,RESEARCH_ON,Task_LOT
2401.05949,BELONGS_TO,Technology_NLP
2110.02782,PROPOSED,Method_Byte-Pair_Encoding
2102.03752,BELONGS_TO,Technology_CSS-LM
2403.07921,BELONGS_TO,Technology_Internet-of-Things
2403.07921,BELONGS_TO,Technology_NLP
2407.17536,BELONGS_TO,Technology_GrooveMIDI_Dataset
2407.17536,PROPOSED,Method_MIDI
Method_MIDI,USES,Technology_GrooveMIDI_Dataset
2306.04845,BELONGS_TO,Technology_NLP
2306.04845,BELONGS_TO,Technology_mixture-of-supernets
2306.04845,PROPOSED,Method_machine_translation
2306.04845,PROPOSED,Method_mixture-of-supernets
Method_machine_translation,USES,Technology_mixture-of-supernets
Method_machine_translation,IMPROVES,Method_mixture-of-supernets
Method_mixture-of-supernets,USES,Technology_NLP
Method_mixture-of-supernets,USES,Technology_mixture-of-supernets
Method_mixture-of-supernets,IMPROVES,Method_machine_translation
2111.14821,RESEARCH_ON,Task_End-to-End_Referring_Video_Object_Segmentation_with_Multimodal_Transformers_The_referring_video_object_segmentation_task_(RVOS
2406.11577,PROPOSED,Method_NLP
2212.08681,BELONGS_TO,Technology_AI
2212.08681,BELONGS_TO,Technology_LLMs
2302.06868,BELONGS_TO,Technology_SwitchPrompt
2302.06868,PROPOSED,Method_SwitchPrompt
Method_SwitchPrompt,USES,Technology_SwitchPrompt
2111.14706,RESEARCH_ON,Task_Text_to_Speech
2111.14706,RESEARCH_ON,Task_Speech_Translation
2211.03634,BELONGS_TO,Technology_WEAT
2211.03634,RESEARCH_ON,Task_No_Word_Embedding_Model_Is_Perfect:_Evaluating_the_Representation_Accuracy_for_Social_Bias
Technology_WEAT,BELONGS_TO,Task_No_Word_Embedding_Model_Is_Perfect:_Evaluating_the_Representation_Accuracy_for_Social_Bias
2101.03617,BELONGS_TO,Technology_WordNet
2203.03062,PROPOSED,Method_Text_Level_Classification
2005.10629,PROPOSED,Method_Part-Of-Speech_Tagging
2005.10629,RESEARCH_ON,Task_Part-Of-Speech_Tagging
Method_Part-Of-Speech_Tagging,EVALUATES,Task_Part-Of-Speech_Tagging
1801.01900,PROPOSED,Method_Topic_Models
1801.01900,PROPOSED,Method_Latent_Dirichlet_Allocation
1801.01900,RESEARCH_ON,Task_Latent_Dirichlet_Allocation
Method_Topic_Models,IMPROVES,Method_Latent_Dirichlet_Allocation
Method_Topic_Models,EVALUATES,Task_Latent_Dirichlet_Allocation
Method_Latent_Dirichlet_Allocation,IMPROVES,Method_Topic_Models
Method_Latent_Dirichlet_Allocation,EVALUATES,Task_Latent_Dirichlet_Allocation
1805.10387,RESEARCH_ON,Task_Mixed-Precision_Training_for_NLP_and_Speech_Recognition
2204.05758,PROPOSED,Method_robustness-aware_perturbation-based_defense_method
2408.14830,BELONGS_TO,Technology_PolicyLR
2408.14830,RESEARCH_ON,Task_PolicyLR
2408.14830,RESEARCH_ON,Task_Privacy_Comparison_Shopping
2408.14830,RESEARCH_ON,Task_Policy_Compliance
2408.14830,RESEARCH_ON,Task_Inconsistency_Detection
Technology_PolicyLR,BELONGS_TO,Task_PolicyLR
Technology_PolicyLR,BELONGS_TO,Task_Privacy_Comparison_Shopping
Technology_PolicyLR,BELONGS_TO,Task_Policy_Compliance
Technology_PolicyLR,BELONGS_TO,Task_Inconsistency_Detection
1906.04068,BELONGS_TO,Technology_LSTMs
2305.19045,BELONGS_TO,Technology_NLP
2305.19045,PROPOSED,Method_learning-based_baselines
Method_learning-based_baselines,USES,Technology_NLP
2407.06149,BELONGS_TO,Technology_state-of-the-art_NLP
2111.00230,BELONGS_TO,Technology_MP
2406.00030,PROPOSED,Method_Large_Language_Model_Pruning
2406.00030,RESEARCH_ON,Task_Large_Language_Model_Pruning
Method_Large_Language_Model_Pruning,EVALUATES,Task_Large_Language_Model_Pruning
2302.13352,PROPOSED,Method_natural_language_processing
2401.04716,PROPOSED,Method_echanical_drawings
2403.05075,PROPOSED,Method_ML
2404.00437,BELONGS_TO,Technology_ML
2109.01293,RESEARCH_ON,Task_NER
2109.01293,RESEARCH_ON,Task_boundary_detection
2311.03079,PROPOSED,Method_shallow_alignment
2311.03079,RESEARCH_ON,Task_Visual_Expert_for_Pretrained_Language_Models
Method_shallow_alignment,EVALUATES,Task_Visual_Expert_for_Pretrained_Language_Models
